host_id,window_start,ingressBytes_sampled,egressBytes_sampled,inRxmitBytes_sampled,outRxmitBytes_sampled,inCongestionBytes_sampled,connections_sampled,ingressBytes_0,ingressBytes_1,ingressBytes_2,ingressBytes_3,ingressBytes_4,ingressBytes_5,ingressBytes_6,ingressBytes_7,ingressBytes_8,ingressBytes_9,ingressBytes_10,ingressBytes_11,ingressBytes_12,ingressBytes_13,ingressBytes_14,ingressBytes_15,ingressBytes_16,ingressBytes_17,ingressBytes_18,ingressBytes_19,ingressBytes_20,ingressBytes_21,ingressBytes_22,ingressBytes_23,ingressBytes_24,ingressBytes_25,ingressBytes_26,ingressBytes_27,ingressBytes_28,ingressBytes_29,ingressBytes_30,ingressBytes_31,ingressBytes_32,ingressBytes_33,ingressBytes_34,ingressBytes_35,ingressBytes_36,ingressBytes_37,ingressBytes_38,ingressBytes_39,ingressBytes_40,ingressBytes_41,ingressBytes_42,ingressBytes_43,ingressBytes_44,ingressBytes_45,ingressBytes_46,ingressBytes_47,ingressBytes_48,ingressBytes_49
12,500,352,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,0,9319933,10798210,0,0,742231,554,139824,75065,163058,271473,91229,58008,86448,192681,170374,147956,220725,268407,305362,202746,158229,270277,100969,51231,140774,264519,235134,162230,154526,355461,138275,91328,237992,168686,191617,201086,104342,21855,79363,176588,107857,109459,176579,318307,145960,223803,666819,263624,5102,241725,968598,381202,1189,1352,6943,3576
24,500,40362,271195,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,6495,7062,1186,0,0,0,0,0,0,0,0,0,0,1708,1502,0,0,0,0,0,76,67,0,0,0,160,318,155,1699,1494,573,504,0,0,0,0,91,4699,12573
3,1000,2239930,768999,0,0,0,122,1584,0,0,20112,241860,562252,26563,3775,0,8,3065,28102,22394,81125,11344,63694,289230,51781,94172,72508,77316,20835,187811,33236,29,258,0,0,0,3112,32559,43178,297,2644,0,0,0,0,0,0,0,0,41,370,0,0,20,5544,68408,190703
79,1000,4055098,3175528,0,0,0,15415,78056,77824,72752,82871,88037,85056,78392,71747,75479,79808,80496,74733,81178,82284,73676,80066,82886,82100,78878,77061,75392,77343,85131,85903,80687,80225,79689,77429,77404,75051,74064,81544,84863,85306,98351,97536,87088,85185,81028,80927,75334,76956,81834,80624,88307,87260,78201,79880,84867,88309
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,1000,7409559,4593219,0,0,0,10250,149499,131873,171920,192501,203292,136002,115441,118816,115796,148237,166179,135003,114129,123634,130699,113513,124647,235535,186948,181954,150851,133804,186265,177249,140162,173293,199292,140621,141026,141384,136281,133420,132738,138035,122514,152200,150960,205411,163200,134370,120583,170215,162746,148950,127833,118773,130991,136582,129297,114895
5,500,329113,967521,0,0,0,1218,6702,5647,13018,7108,8576,11441,10891,6494,12200,6972,4866,5388,13426,6688,1912,2903,2048,3526,1856,10101,8021,4121,5015,3822,3818,3589,3584,14366,8721,10913,5176,2887,4666,6062,8607,6050,3817,4460,3312,6278,18319,13294,6835,6437,4863,4412,7346,4372,2202,1985
75,0,867002,1171827,0,1644,0,2394,12971,6694,15699,15121,14802,18831,16029,9560,23518,35690,25535,29694,25440,11826,7706,6068,11083,8182,17315,21284,29030,11228,19674,16924,9596,27073,9547,25014,12544,16523,15133,53951,35439,23595,23470,12979,8906,10835,7872,10374,7181,24504,11101,22460,11273,10270,17059,10532,12507,27360
84,1000,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,0,155569,182236,0,0,0,1172,3122,3208,2173,3283,4261,3218,3264,2378,2008,2887,3072,2351,1326,1408,2739,4377,3989,3011,2124,2671,3077,2682,3455,3431,1953,2291,3513,4121,3695,3347,4097,3612,2884,3370,3001,2569,3157,2212,1997,3832,4533,2963,1960,2978,3786,3580,4054,4912,4028,3609
20,500,185139,885283,0,0,0,864,6722,5021,2845,2183,2058,1655,4290,6390,5743,4076,4511,5066,2716,1670,1741,2720,2480,2989,6334,3821,1077,1127,4498,3149,4617,5538,3783,2359,4866,5455,2975,3875,4524,5342,4311,2729,2131,2296,2146,1405,2702,8023,6409,5370,5335,5001,3127,2628,2183,1127
53,0,1101227,855053,0,0,0,950,14831,17955,26293,12991,7432,34620,62004,47603,36524,35103,46457,29956,27609,13475,16944,14219,21518,19182,29183,11996,21694,18547,30756,33131,22193,14978,23242,17573,20496,29289,50846,29935,9772,16095,25443,14566,22878,10566,26097,18074,15477,16767,9098,7066,10156,10234,15762,16236,14581,3784
20,1000,34023,34471,0,0,0,102,3994,3565,3133,2868,2612,3049,2341,2641,3539,2707,3574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,500,1047130,27184285,0,0,0,127,21413,570,1543,1648,1634,279,489,2648,525,0,369,218,29,4011,827,0,0,0,3808,5245,6694,20797,21725,23015,16756,5911,4241,89078,249217,47647,0,0,0,0,0,0,0,0,0,0,460,2386,2611,3150,7564,12469,137266,30982,252377,67528
28,1000,963394,838561,0,0,0,944,1066,14757,16593,18733,34218,27946,9915,5909,2513,8969,10049,3009,42729,25246,11305,21611,62286,46160,25277,13994,31792,25575,15211,6022,3671,5995,2246,549,481,3044,5192,4071,3063,1508,2216,1700,1967,2926,3391,2055,1914,3808,3662,9091,64430,56829,82870,93838,69987,52005
60,500,2731224,2436073,0,2676,0,4480,71311,53375,46395,39343,50389,47742,121618,53316,29019,26278,26455,16319,32933,31306,38950,37556,60281,54934,32704,61133,40838,50424,51498,54579,125365,60861,23071,13854,36902,34371,32398,26195,26775,16038,14465,72161,76490,51766,35329,33010,22286,70021,153512,88645,101756,169456,158643,74914,51583,32661
19,0,6457002,10822196,0,0,93588,189,1065,1148,433262,306352,25338,1351,326,339083,329960,22485,13466,2746,1982,2059,2420,10683,51793,78365,208196,1200220,85382,2686,2059,2388,1840,2518,10771,4165,17847,527759,1131827,279982,17625,2393,196732,14073,6022,10495,9367,50740,5143,2349,4854,2993,265152,713257,44415,2408,2408,5052
75,1000,9288097,5487554,0,0,340635,249,115011,380317,179754,29406,734112,922588,272097,22076,137632,186762,87148,12539,25636,100551,23608,139022,519034,601618,252266,549476,307146,44760,1302,282593,579784,333467,53123,877,507,63523,15856,0,45764,693952,170627,137,34,124258,31064,2630,932,74883,18703,68,2566,38289,223493,93606,460212,333288
51,1000,4255893,149594,0,0,298879,348,0,0,0,0,0,0,0,0,0,76,1275,10755,1362,15009,113667,392962,855175,924429,304656,33280,7080,784,0,0,75466,9710,0,0,0,0,0,0,56163,7226,0,0,0,0,0,0,0,0,0,0,0,242,8747,30352,164716,1242761
72,1000,4849806,2506918,1201,0,0,8494,60286,36742,70206,76525,65631,71471,42416,20325,38069,42736,57330,56440,41885,70966,79001,480554,910944,649165,310894,106320,67013,97954,63434,53649,40990,44384,38114,32224,54170,44089,25028,19133,27268,33094,23110,17589,36118,30322,36658,40263,82992,54105,43662,76964,120234,96613,63827,43763,64179,90957
51,500,5442021,4240817,438,0,0,20068,109352,102205,111554,112086,99061,105994,100290,106125,112793,118680,107082,101448,122322,101819,104611,106117,110769,107890,105891,105127,108360,114848,108089,107078,96943,112071,113091,111032,108810,116009,120827,109112,108477,103801,107537,112996,114805,107534,102964,97078,110855,115595,105205,108033,107672,106501,100193,118941,113412,122936
64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,500,88598,79545,0,0,0,165,0,0,0,0,0,0,53,256,282,84,878,1888,158,7820,22418,410,933,1843,4575,625,322,350,632,1967,150,439,1087,204,440,1539,2087,3909,5882,1083,1178,593,2067,3707,1349,2614,860,1068,2435,275,455,117,1340,3865,1183,3178
49,1000,5015428,4418487,0,0,63572,180,61293,1786,2787,11174,27000,23275,19504,31352,16030,19238,11442,4574,3110,46371,170984,164281,153221,414632,4138,11397,218483,764792,154184,64240,17904,8298,37966,206532,666569,272214,4467,15798,4283,39474,143867,122148,37368,61647,151797,15689,8952,2643,8952,2663,57785,198350,140574,126869,136821,126510
16,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,1000,1795687,3098677,0,0,0,5685,13037,9544,8626,8543,44373,59243,15839,25175,30106,19553,33145,39485,24237,48600,63084,69054,80219,76584,58214,49772,39585,27705,30737,39509,42793,35486,42643,51028,49262,37637,43455,39661,30079,58041,67353,24588,17741,19140,21643,18755,23653,28265,23241,23711,21557,21556,38031,44060,25576,32763
26,500,641693,49398993,0,219,0,5082,17773,16015,16827,16757,15627,19501,23667,13021,1521,0,210,6121,13345,13789,16308,12051,3482,10349,17348,15797,12780,15670,19303,13884,9475,8827,10215,14507,16005,14366,14485,15544,16410,16379,17389,18960,11405,5793,11370,13847,11365,12444,16818,16788,14975,16996,11930,2355,2860,9039
75,500,924608,306859,0,0,0,198,27268,32771,27924,34409,34224,15075,17742,44910,41824,5084,20846,21461,2394,3534,5441,23663,33472,22628,26723,13696,1410,11279,26314,19657,5937,18238,22976,4516,28207,43679,29309,39041,37068,13559,1905,1887,2833,14215,16104,7062,8594,4288,9568,17240,13925,3470,17892,23506,8828,17012
3,1000,3119454,5037557,0,0,0,84,12900,4788,6662,4902,4514,22032,74627,1670,1445,1392,2865,49768,179890,1478,1514,1442,1653,1425,37668,153197,972,0,0,26,110,0,0,0,0,2209,32291,134834,160250,0,11732,49372,42626,179473,552,67299,325996,194259,28419,161108,227348,113102,476089,511,66304,278740
20,0,6056708,2055402,0,0,0,284,351687,45460,8230,299266,2146,6190,90447,98743,423377,434,20403,83926,187640,214282,217699,79904,189819,114724,212069,4919,206975,940,94194,1194,88733,91910,120913,495650,91565,7408,368495,81122,3645,9498,195919,114738,97455,91359,1200,6112,179664,242748,317,9611,306628,8769,214852,117866,119520,36343
73,500,265279,367800,0,0,0,1000,2166,2574,2800,4980,5711,4073,8345,4596,24132,4736,5569,5338,3329,6949,2135,4619,2121,5318,2731,6384,2987,2485,3196,9758,2739,2797,1511,894,3621,25756,6517,15967,2361,2540,9720,12166,3362,3643,11019,2725,7638,2119,2117,7172,2900,2574,1066,1464,2029,1830
60,1000,218937,143130,1601,0,0,294,1231,691,5262,14558,588,948,448,8054,22844,793,4377,9923,1437,972,224,376,202,0,82,264,504,1282,1264,2656,752,2531,3163,3011,668,732,1551,279,327,425,638,2011,1657,791,656,2196,4113,1131,4314,11287,29267,55759,10509,868,1211,110
37,1000,2926269,3348862,0,0,0,58,893,84,0,468,23693,129191,113599,64954,1676,62724,140273,2693,122700,132376,99,698,8308,361857,2085,94767,90584,2272,83779,4157,194714,613409,332293,674,3464,153283,135305,43606,0,0,6,277,460,1796,1372,1188,484,0,0,0,0,0,0,0,0,8
86,0,2501,1581,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,252,0,0,0,0,0,0,76,237,0,0,0,0,0,0,0,0,0,0,0,0,138,663,721,0,0,0,0,0,0,0,0,0,81,252
1,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,1000,8786403,21019114,0,0,0,811,242556,289074,126926,95437,119885,105569,38025,15931,41842,58321,113687,238874,208538,126891,126772,208962,204672,271690,381308,386263,394248,206424,25269,69233,162935,173310,328547,397793,107146,45136,96564,124407,177998,248333,48293,177123,255225,46910,43080,156448,191645,284615,492188,276240,61867,114921,153139,80811,193088,252244
11,1000,5504,895023,0,0,0,11,2962,1261,1281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,500,1341727,6045834,0,93,0,3489,30194,18896,29401,10060,22140,29503,9589,25201,26854,25135,32578,29864,34960,15413,28445,33448,32166,31025,26211,34958,24686,33450,23790,24588,23554,25107,19312,24439,28203,26035,27763,27282,39096,30653,43351,25377,24073,22557,23759,30329,21028,34024,22962,25596,25127,27218,33101,22625,31310,25291
24,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,1000,12960042,1187420,241,638,494295,203,127452,694008,1100704,1085355,807442,621097,603753,554078,692132,1044734,903723,588340,1040686,993174,700980,952,64836,255906,127659,0,18,86,67,18,104,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53570,192303,29947,201855,345132,223,2938,9217,5594,111825
16,500,141952,339009,0,0,0,342,9350,4627,456,387,3725,3491,86,80,80,72,72,227,228,1694,4168,2566,172,86,1977,2036,294,253,2166,5961,4698,5678,4941,2767,10395,7987,2108,4528,6145,5547,4174,2308,209,1938,5692,5980,3839,3839,2971,1272,834,431,1740,3623,2141,1913
82,500,2285410,139354,0,0,0,11,114925,132,39,0,23291,6918,66,19,0,0,0,0,0,426,126,338,100,0,508497,424364,81184,441,130,302865,629953,160388,0,198,301,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23358,7004,19,0,257
1,0,3486245,2453009,0,0,0,152,67289,26286,11537,180836,359704,224275,53770,79907,46411,11505,16835,5422,24266,8659,65404,26560,4370,21360,101110,422000,316707,72801,42582,117345,94212,129193,120857,123138,132613,89471,53061,14327,1701,316,2168,986,3296,1149,0,63,22,0,0,0,4615,55701,158653,56148,67849,69765
30,500,3115,95158,0,0,0,48,0,0,0,0,282,206,0,0,0,282,206,0,0,282,206,0,0,0,282,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,632,383,0,0,0,0,0
73,0,43246127,122073,0,0,5162970,125,1260377,1254997,1321361,1371432,1474784,1445567,1155356,718266,997641,934409,905614,784647,628438,341042,552964,850448,957201,1006133,1263981,304478,566309,723809,514401,393653,176797,226003,166049,124434,297895,59370,38996,238669,515033,1000109,1282741,1341203,1280570,1540016,1411420,1232954,1279411,1125444,1093336,1025217,913103,1145775,1390690,1102141,897550,613893
49,1000,2968686,5990834,0,0,0,185,98532,101034,54052,25910,76139,62270,10774,9339,35305,27221,7063,18854,48122,48402,45219,79987,89056,46860,10482,11262,0,0,3187,212969,359022,219383,113371,89429,61085,1895,669,0,1415,1697,183,277,68464,147251,216567,219330,173838,106599,3558,1994,1092,312,0,82,27809,31325
47,1000,1278,43857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,174,0,0,0,0,0,0,0,0,0,469,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,500,47284,1491387,0,0,0,2294,960,651,974,1351,1544,1481,3276,4088,2198,3865,3351,943,622,990,1034,910,1283,1457,485,422,268,231,617,586,382,582,465,656,649,273,277,430,324,347,742,735,640,973,831,511,745,782,101,35,331,582,289,261,782,972
18,1000,849165,1176093,0,608,0,3363,18668,24723,25491,42616,23127,24892,34786,22857,17538,12100,8028,8376,7135,8977,7323,5199,9461,4246,6216,14109,4792,4076,6372,7795,18000,7289,8289,15554,18978,5910,16772,12273,9322,17788,19599,33079,8630,31067,37497,17898,24435,21643,16678,15125,29195,33067,17917,21796,20003,22458
58,500,137,261,0,0,0,0,0,13,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,500,144610,102354,0,0,0,597,3383,3365,2263,3332,4004,4551,3385,3010,1568,2969,2255,2532,2322,1395,2441,5352,2936,4137,2902,2885,2402,2300,3070,3459,3100,1811,2412,3180,4274,4265,2661,2785,3372,3701,2780,2492,4466,3017,1839,2689,3709,1392,4163,1669,1371,2665,2450,1477,3076,1576
18,500,3775105,626544,0,0,0,3191,2955,3447,3752,79727,43243,0,166,240,1405,3487,1815,171017,154147,200416,92620,203,3515,2116,122,155,235718,721633,397017,102860,35557,140,1015,538,172445,95570,243,134,152078,307278,123490,29393,77424,33887,30,322129,178718,357,0,74,115,2647,1441,11891,6573,162
5,1000,17283,16495,1485,0,0,24,503,328,113,11,0,0,0,0,0,0,305,47,0,0,0,0,238,37,101,15,0,0,0,0,0,2921,660,7185,1116,269,41,0,271,42,378,538,336,115,11,0,1146,179,0,0,0,0,0,326,51,0
37,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,27,1048,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
