host_id,window_start,ingressBytes_sampled,egressBytes_sampled,inRxmitBytes_sampled,outRxmitBytes_sampled,inCongestionBytes_sampled,connections_sampled,ingressBytes_0,ingressBytes_1,ingressBytes_2,ingressBytes_3,ingressBytes_4,ingressBytes_5,ingressBytes_6,ingressBytes_7,ingressBytes_8,ingressBytes_9,ingressBytes_10,ingressBytes_11,ingressBytes_12,ingressBytes_13,ingressBytes_14,ingressBytes_15,ingressBytes_16,ingressBytes_17,ingressBytes_18,ingressBytes_19,ingressBytes_20,ingressBytes_21,ingressBytes_22,ingressBytes_23,ingressBytes_24,ingressBytes_25,ingressBytes_26,ingressBytes_27,ingressBytes_28,ingressBytes_29,ingressBytes_30,ingressBytes_31,ingressBytes_32,ingressBytes_33,ingressBytes_34,ingressBytes_35,ingressBytes_36,ingressBytes_37,ingressBytes_38,ingressBytes_39,ingressBytes_40,ingressBytes_41,ingressBytes_42,ingressBytes_43,ingressBytes_44,ingressBytes_45,ingressBytes_46,ingressBytes_47,ingressBytes_48,ingressBytes_49
1,0,7818963,6423189,0,0,8050,1403,172380,180343,178830,166770,138631,158301,186775,154510,122699,116432,122421,129778,126706,143062,165914,145141,128395,137457,157964,118435,132124,184466,182618,147838,145732,171600,171911,178631,152814,132295,152032,200984,205961,165610,172724,207211,173485,125041,94945,136107,175392,164987,173081,189969,175555,167858,161459,136242,138141,151206
7,500,3356594,1736994,0,0,0,121,363662,1035,101770,262127,809,2507,91970,240109,914,706,0,832,3004,2188,147,23,62,94,1354,19152,130353,324876,290420,111791,1042,3028,2195,91,407,1694,44071,143704,167226,188923,408,1557,2219,779,125465,351052,63593,62,0,24788,123505,153433,1213,3413,2718,103
52,500,655460,978449,0,0,0,702,5523,6721,21644,3165,8919,20993,25856,15269,3059,5634,18169,15226,6870,18763,27393,13103,1840,1105,26700,18371,15599,25400,17606,25860,5287,62943,40816,5736,18637,5151,26583,4500,14242,2248,11,22203,7212,1117,4365,13245,15941,3649,230,16493,13913,5437,640,13547,2150,376
60,1000,8841064,4729166,241,598,282312,224,6316,3512,275,84,10731,29584,2491,157,740,3092,6513,98890,569479,852519,2412,2614,143152,443456,157439,4638,88232,220195,102083,284366,29249,2356,3282,7633,7400,4319,79603,235125,97789,2634,72705,193715,2511,2645,4212,22694,100372,342431,745057,661091,592398,599582,933774,372552,316947,376018
57,1000,0,287,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1000,3794,29393,0,0,0,92,46,1018,0,0,0,0,44,963,0,0,0,0,0,0,0,0,0,0,0,0,0,16,353,82,0,0,0,3,82,0,0,0,0,0,22,497,0,0,0,0,0,0,29,639,0,0,0,0,0,0
80,0,3436054,1943074,0,0,0,5408,97062,76370,56980,32886,37530,38927,52164,51904,52422,105589,92716,25738,20256,46158,67541,39039,27075,32463,36394,33153,22149,23567,36066,40478,29876,49075,42672,25412,47650,40960,31601,37781,27257,39352,59447,64946,77679,103888,129014,152686,163157,149958,156457,118867,57638,240308,268478,75290,57678,44300
70,0,1509,503621,0,0,0,36,0,0,0,0,0,0,0,192,323,0,0,0,0,0,0,132,254,53,0,0,0,0,0,0,104,174,0,0,0,0,0,0,0,0,0,0,71,153,53,0,0,0,0,0,0,0,0,0,0,0
9,500,352,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,1000,3152601,20381053,0,0,0,2316,125054,111537,78043,13015,45760,124023,204401,186288,226890,224159,124407,112082,84962,121093,147467,103298,122771,76206,20767,1158,913,7580,38914,53450,68345,61694,78447,79807,59798,125304,114585,122536,21154,780,733,30,386,1257,1049,5126,3222,1161,4131,5696,3680,4628,8693,7179,8621,10321
63,0,2714594,13231565,0,0,0,300,157328,103272,52650,24732,34073,65303,274554,136384,196,7011,118134,86757,38419,25742,49446,84221,42410,9854,6806,14946,68753,38377,7142,10285,9297,7060,2628,2298,1308,217932,122966,1687,12631,17072,21402,9175,174195,96155,0,553,49248,35552,19217,60429,162285,82451,70102,38761,5121,38274
5,0,37742,70807,0,0,0,115,0,0,0,0,0,0,135,482,0,0,0,0,102,652,1041,67,0,0,0,0,0,0,0,0,0,0,0,18,86,1970,8955,7902,1081,3283,6097,1892,2084,1108,0,0,93,335,0,30,155,174,0,0,0,0
69,1000,1395,997,0,0,0,1,543,759,0,0,0,39,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,0,1738,1128,0,0,0,1,0,0,0,0,0,5,197,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,645,22,768
72,500,24254685,2642801,0,0,621213,179,727112,731681,688487,791600,485266,157841,440880,1114090,674168,299102,707971,702798,977281,717581,409985,522307,522510,305778,173420,423703,1084665,1151614,933006,611978,116397,33164,25432,23254,330286,195041,328367,206966,319865,425234,77623,360,103161,176516,226111,392557,294155,244502,961775,847844,1078616,759350,705769,601555,368547,57414
40,0,2330375,2447733,0,0,0,7320,62400,92454,91740,117630,101202,100335,93065,38199,20642,93798,94698,47876,24252,24050,22628,36976,27417,33451,47088,45411,30709,26127,27727,38841,39789,30263,34412,33650,27056,36317,27460,35505,40099,23477,28553,29496,31982,28435,47483,33668,43022,112563,95451,50674,34325,26488,27297,26640,25768,21786
80,0,307613,523982,0,0,0,946,7938,916,2273,5602,3288,5462,4703,7419,6130,8884,14269,9296,4734,1354,2827,3926,3656,16230,11465,7825,4773,3615,7428,6600,3722,3501,14470,6514,7397,4556,5760,2804,4409,4233,5215,2083,1945,5202,16411,9043,2408,1058,1643,1204,4515,2395,3763,8811,16138,17800
1,500,997,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,288,0,0,0,0,0,0,0,42,271,0,0,0,0,0,0,0,0
16,1000,1309532,4168372,0,0,0,2931,11874,29475,8396,9447,61131,118151,8839,9158,12669,33961,8411,4591,1676,3099,18227,56718,42324,53676,52998,53646,51861,91565,45184,7157,20597,79671,10953,2794,4014,2105,6893,8560,5012,11928,21983,14644,8601,3034,3942,10173,21795,7169,10801,17497,12332,8215,9943,27047,124643,60952
3,500,288416,855,0,0,0,2,0,0,0,0,0,0,0,0,54924,172016,11881,0,0,0,0,0,0,0,0,0,37425,10829,578,0,384,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329,23,0,0,0
73,500,398,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,1000,7481165,4983199,0,0,0,11812,184311,313630,160994,311221,159416,127283,137485,133332,148790,133703,130980,120250,158224,134657,105322,151424,163284,133463,140115,105429,159295,114387,125381,125278,124752,126403,131109,147755,132422,174146,108685,130569,117190,129245,275256,221300,132917,123543,149418,186380,143541,133521,124080,149256,171334,120925,140284,126765,136779,145936
63,500,122879,85587,0,0,0,229,0,1616,235,1295,3632,1135,92,702,102,1144,166,0,0,896,130,0,3427,498,4300,625,1506,2358,311,8186,2373,1699,1758,25586,8795,2534,260,2837,2438,1587,2837,3335,1316,1997,6209,863,5396,6231,792,882,128,0,3192,4326,1742,1410
45,0,5673802,3250361,0,0,139521,349,612287,692948,96493,32165,7725,35091,5599,0,148,34460,61970,125567,50249,138550,858933,449144,167033,74774,115943,54686,64379,112854,87947,109332,120889,265792,217234,167835,107435,141345,170904,107159,62409,36628,4815,4039,215379,49417,8763,2036,2695,408,0,0,0,0,0,0,296,47
10,0,406,492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,9205436,5862534,0,0,1628067,138,117,0,0,0,982,2136,0,1964,4271,27,40651,108567,82795,84070,4654,10120,101399,235502,36813,9124,0,0,0,0,0,0,4582,37146,59325,95443,210631,8926,13676,29741,137090,308266,69992,123786,141108,358834,601045,982956,1056186,823626,892733,1197032,718608,42722,185150,383640
9,0,185919,540494,0,0,0,1042,5349,4824,3020,3026,2883,2876,6173,5934,2157,2059,3786,5216,4430,4095,3038,1821,3130,4086,2580,2690,3770,3818,3458,2493,1817,3471,5893,7281,7000,6131,5003,2614,2323,3686,3015,2503,2731,2779,3698,5290,6893,6863,3947,2338,1624,1336,2179,2950,2413,3429
24,1000,411,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,107,0,0,0,0
31,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,500,6271102,2463392,0,0,0,141,18295,3033,294441,232710,32740,40288,55036,408381,546920,574486,421941,113903,2168,1441,344,328324,296403,58385,1877,1150,1951,1195,2004,233636,166981,192354,609631,333965,16664,438,236763,146915,3187,1408,201663,123817,174,180,237,184,4598,22493,12189,65,1877,5049,5095,2476,202844,308803
40,0,666818,713578,0,0,0,847,11410,11624,15903,15649,13500,12407,11947,15964,27599,17725,11049,11251,11752,12013,8744,13170,16550,16505,13538,12292,13122,13251,18540,19391,19320,14463,11683,10422,12063,19786,18202,12550,10592,10873,12112,9871,13190,12462,10021,9466,10371,11786,8790,12274,11211,9738,11548,17836,12373,8919
34,1000,31464260,1123380,0,0,0,613,676499,630856,544875,727066,623478,574938,480098,652936,782180,649872,670799,688462,872241,465747,351968,511671,583145,605969,844866,783800,689526,720123,700507,592006,608232,704041,633610,452248,749968,547879,500531,538270,560376,687684,960867,886031,761177,784223,630338,560012,629649,593286,632205,544938,434990,567744,409565,286008,528693,848067
14,1000,78469,223585,0,0,0,1246,1718,1615,2349,3896,2045,423,4184,857,1695,1475,2229,640,619,631,1876,943,845,508,916,1101,1128,3788,772,2345,914,424,3909,463,857,3800,753,508,3120,2970,2515,1542,2514,3638,36,3594,2679,867,502,386,137,142,642,814,1728,417
11,0,8431938,270338,0,0,1024948,140,318981,327181,313975,282566,531259,576823,300541,300514,272751,121767,64426,70688,296,186,107,135,193,45,0,0,0,0,67112,75882,421,218,0,0,0,40,45,0,0,0,0,0,95,196598,327726,176906,64505,0,0,2651,96162,509667,637888,762598,1212093,818897
78,500,17657,9925,0,0,0,34,0,915,224,0,0,0,0,0,113,249,917,211,113,891,324,456,1020,224,0,0,0,0,0,1028,321,16,0,113,891,211,0,0,0,0,182,2166,1618,1768,2851,791,44,0,0,0,0,0,0,0,0,0
26,0,315,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
