ruleid,rtype,meaningful
128,deployment,False
129,deployment,False
130,deployment,False
131,deployment,False
132,deployment,False
133,deployment,False
134,deployment,False
135,deployment,False
136,deployment,True
137,deployment,False
138,deployment,True
139,deployment,True
140,deployment,True
141,deployment,True
142,deployment,True
143,deployment,True
144,deployment,True
145,deployment,False
146,deployment,True
147,deployment,False
148,deployment,False
149,deployment,False
150,deployment,False
151,deployment,True
152,deployment,False
153,deployment,True
154,deployment,False
155,deployment,False
156,deployment,False
157,protocol,True
158,deployment,False
159,deployment,True
160,deployment,False
161,deployment,False
162,deployment,True
163,deployment,False
164,deployment,False
165,deployment,False
166,deployment,False
167,deployment,False
168,deployment,True
169,deployment,True
170,deployment,False
171,deployment,True
172,deployment,True
173,deployment,True
174,protocol,True
175,deployment,False
176,protocol,True
177,deployment,True
178,deployment,True
179,deployment,True
180,deployment,True
181,deployment,True
182,deployment,True
183,deployment,True
184,deployment,True
185,deployment,True
186,protocol,True
187,protocol,True
188,deployment,True
189,deployment,True
190,deployment,True
191,deployment,True
192,deployment,True
193,deployment,True
194,deployment,True
195,deployment,True
196,deployment,True
197,deployment,True
198,deployment,True
199,deployment,True
200,deployment,True
201,deployment,True
202,deployment,True
203,deployment,True
204,deployment,True
205,protocol,True
206,deployment,True
207,deployment,True
208,deployment,True
209,deployment,True
210,deployment,True
211,deployment,True
212,deployment,True
213,protocol,True
214,deployment,True
215,deployment,True
216,deployment,True
217,deployment,True
218,deployment,True
219,deployment,True
220,deployment,True
221,deployment,True
222,deployment,True
223,deployment,True
224,deployment,True
225,protocol,True
226,deployment,False
227,deployment,True
228,deployment,True
229,deployment,True
230,deployment,True
231,deployment,True
232,deployment,True
233,deployment,True
234,deployment,True
235,deployment,True
236,deployment,False
237,deployment,True
238,deployment,True
239,deployment,True
240,deployment,True
241,deployment,True
242,deployment,True
243,deployment,True
244,deployment,True
245,deployment,True
246,deployment,True
247,deployment,True
248,deployment,True
249,deployment,True
250,deployment,True
251,deployment,True
252,deployment,True
253,deployment,True
254,deployment,True
255,deployment,True
256,deployment,True
257,deployment,True
258,deployment,True
259,deployment,False
260,deployment,True
261,deployment,True
262,deployment,False
263,deployment,True
264,deployment,True
265,deployment,True
266,deployment,True
267,protocol,True
268,protocol,True
269,deployment,True
270,deployment,True
271,deployment,True
272,protocol,True
273,deployment,True
274,deployment,True
275,deployment,True
276,deployment,True
277,deployment,False
278,deployment,True
279,deployment,True
280,deployment,True
281,deployment,True
282,deployment,True
283,protocol,True
284,deployment,True
285,deployment,True
286,deployment,True
287,deployment,True
288,deployment,True
289,deployment,True
290,deployment,True
291,deployment,True
292,deployment,True
293,deployment,True
294,deployment,True
295,deployment,True
296,deployment,True
297,deployment,True
298,deployment,True
299,deployment,True
300,deployment,True
301,deployment,True
302,deployment,True
303,deployment,True
304,deployment,True
305,deployment,True
306,deployment,True
307,deployment,True
308,deployment,True
309,deployment,True
310,deployment,True
311,deployment,False
312,deployment,True
313,deployment,True
314,deployment,True
315,deployment,True
316,deployment,True
317,deployment,True
318,deployment,True
319,deployment,True
320,deployment,True
321,deployment,True
322,deployment,True
323,deployment,True
324,deployment,True
325,deployment,True
326,deployment,True
327,deployment,True
328,protocol,True
329,deployment,True
330,deployment,True
331,deployment,True
332,deployment,True
333,deployment,True
334,deployment,True
335,deployment,True
336,deployment,True
337,deployment,False
338,deployment,True
339,deployment,True
340,deployment,True
341,deployment,False
342,deployment,True
343,deployment,True
344,principle,True
345,deployment,True
346,principle,True
347,deployment,True
348,deployment,True
349,deployment,True
350,deployment,True
351,deployment,True
352,deployment,True
353,deployment,True
354,deployment,True
355,deployment,True
356,deployment,True
357,protocol,True
358,deployment,True
359,deployment,True
360,protocol,True
361,deployment,True
362,protocol,False
363,protocol,True
364,deployment,True
365,protocol,True
366,protocol,True
367,protocol,True
368,deployment,True
369,protocol,True
370,deployment,True
371,protocol,True
372,protocol,True
373,protocol,True
374,protocol,True
375,deployment,True
376,protocol,False
377,protocol,True
378,deployment,True
379,deployment,True
380,deployment,True
381,deployment,True
382,deployment,True
383,deployment,True
384,deployment,True
385,deployment,True
386,deployment,True
387,deployment,True
388,deployment,True
389,deployment,True
390,protocol,True
391,deployment,True
392,protocol,True
393,deployment,False
394,deployment,False
395,protocol,True
396,protocol,True
397,deployment,True
398,deployment,True
399,protocol,True
400,deployment,True
401,deployment,False
402,deployment,True
403,deployment,False
404,protocol,True
405,deployment,True
406,protocol,True
407,deployment,True
408,deployment,True
409,protocol,True
410,protocol,True
411,deployment,True
412,protocol,True
413,protocol,True
414,deployment,True
415,protocol,True
416,protocol,True
417,protocol,True
418,protocol,True
419,deployment,True
420,protocol,True
421,principle,True
422,protocol,True
423,deployment,True
424,deployment,True
425,protocol,True
426,deployment,True
427,deployment,True
428,deployment,True
429,deployment,True
430,deployment,True
431,deployment,True
432,deployment,True
433,deployment,True
434,deployment,True
435,deployment,True
436,deployment,True
437,deployment,True
438,deployment,True
439,deployment,True
440,deployment,True
441,deployment,True
442,deployment,True
443,deployment,True
444,deployment,True
445,deployment,True
446,deployment,True
447,deployment,True
448,deployment,True
449,deployment,True
450,deployment,True
451,deployment,True
452,deployment,True
453,deployment,True
454,deployment,True
455,deployment,True
456,deployment,True
457,deployment,True
458,deployment,True
459,deployment,True
460,deployment,True
461,deployment,True
462,deployment,True
463,deployment,True
464,deployment,True
465,deployment,True
466,deployment,True
467,deployment,True
468,deployment,True
469,deployment,True
470,deployment,True
471,deployment,True
472,deployment,True
473,principle,True
474,protocol,True
475,deployment,True
476,protocol,True
477,deployment,True
478,deployment,True
479,protocol,True
480,deployment,True
481,protocol,True
482,deployment,True
483,protocol,True
484,deployment,True
485,protocol,False
486,protocol,True
487,protocol,True
488,deployment,True
489,deployment,True
490,deployment,True
491,deployment,False
492,protocol,True
493,deployment,True
494,protocol,True
495,protocol,True
496,deployment,True
497,protocol,True
498,protocol,True
499,deployment,True
500,deployment,True
501,protocol,True
502,deployment,True
503,protocol,True
504,protocol,True
505,protocol,True
506,protocol,True
507,protocol,True
508,protocol,True
509,protocol,True
510,deployment,True
511,deployment,True
512,protocol,True
513,deployment,True
514,protocol,True
515,deployment,True
516,deployment,True
517,deployment,True
518,deployment,True
519,deployment,True
520,deployment,True
521,protocol,True
522,deployment,False
523,deployment,True
524,deployment,False
525,deployment,True
526,deployment,True
527,deployment,True
528,protocol,True
529,deployment,False
530,deployment,True
531,deployment,True
532,deployment,True
533,deployment,True
534,deployment,True
535,deployment,False
536,deployment,False
537,deployment,False
538,deployment,False
539,deployment,False
540,deployment,True
541,deployment,False
542,deployment,False
543,deployment,True
544,deployment,True
545,deployment,True
546,deployment,True
547,deployment,True
548,deployment,True
549,deployment,True
550,deployment,True
551,deployment,True
552,deployment,True
553,deployment,False
554,deployment,True
555,deployment,True
556,deployment,True
557,deployment,True
558,deployment,True
559,deployment,True
560,deployment,True
561,deployment,True
562,deployment,True
563,deployment,True
564,deployment,True
565,deployment,True
566,deployment,True
567,protocol,True
568,deployment,True
569,deployment,False
570,protocol,True
571,deployment,True
572,deployment,True
573,deployment,False
574,deployment,True
575,deployment,True
576,deployment,True
577,deployment,True
578,deployment,True
579,deployment,True
580,deployment,True
581,deployment,True
582,deployment,True
583,deployment,True
584,deployment,True
585,deployment,False
586,deployment,False
587,deployment,False
588,deployment,False
589,deployment,False
590,deployment,True
591,deployment,True
592,deployment,True
593,deployment,True
594,protocol,True
595,deployment,True
596,deployment,True
597,protocol,False
598,protocol,True
599,deployment,True
600,deployment,True
601,deployment,True
602,deployment,True
603,deployment,True
604,deployment,True
605,deployment,True
606,deployment,True
607,deployment,True
608,deployment,True
609,deployment,True
610,deployment,True
611,deployment,True
612,deployment,True
613,deployment,True
614,deployment,False
615,deployment,True
616,deployment,False
617,deployment,True
618,deployment,True
619,deployment,True
620,deployment,False
621,deployment,True
622,deployment,True
623,deployment,True
624,deployment,True
625,deployment,True
626,deployment,True
627,deployment,True
628,protocol,True
629,deployment,True
630,deployment,True
631,deployment,True
632,deployment,True
633,deployment,True
634,protocol,True
635,deployment,True
636,protocol,True
637,deployment,True
638,deployment,True
639,protocol,True
640,deployment,True
641,protocol,True
642,deployment,True
643,protocol,True
644,deployment,True
645,protocol,True
646,deployment,True
647,deployment,True
648,deployment,True
649,deployment,True
650,deployment,True
651,deployment,True
652,deployment,True
653,deployment,True
654,deployment,True
655,deployment,True
656,deployment,True
657,deployment,True
658,deployment,True
659,deployment,True
660,deployment,True
661,deployment,True
662,deployment,True
663,deployment,True
664,deployment,True
665,deployment,True
666,deployment,True
667,deployment,True
668,deployment,False
669,deployment,True
670,deployment,True
671,deployment,True
672,deployment,False
673,deployment,True
674,deployment,True
675,deployment,True
676,deployment,True
677,protocol,True
678,protocol,True
679,protocol,True
680,protocol,True
681,deployment,True
682,deployment,True
683,deployment,True
684,deployment,True
685,deployment,True
686,deployment,True
687,deployment,True
688,deployment,True
689,deployment,True
690,deployment,True
691,deployment,True
692,deployment,True
693,deployment,True
694,deployment,True
695,deployment,True
696,deployment,True
697,deployment,True
698,deployment,True
699,deployment,True
700,deployment,True
701,deployment,True
702,deployment,True
703,deployment,True
704,deployment,True
705,principle,True
706,principle,True
707,principle,True
708,protocol,True
709,deployment,True
710,deployment,True
711,deployment,True
712,deployment,True
713,deployment,True
714,deployment,True
715,deployment,True
716,deployment,True
717,deployment,True
718,deployment,True
719,deployment,True
720,deployment,True
721,deployment,True
722,deployment,True
723,deployment,True
724,deployment,True
725,deployment,True
726,deployment,True
727,protocol,True
728,deployment,True
729,deployment,False
730,deployment,True
731,deployment,True
732,deployment,True
733,deployment,True
734,deployment,True
735,deployment,True
736,deployment,True
737,protocol,True
738,deployment,True
739,deployment,True
740,deployment,False
741,deployment,True
742,principle,True
743,principle,True
744,principle,True
745,principle,True
746,principle,True
747,principle,True
748,principle,True
749,principle,True
750,principle,True
751,principle,True
752,principle,True
753,principle,True
754,principle,True
755,principle,True
756,principle,True
757,principle,True
758,principle,True
759,principle,True
760,principle,True
761,principle,True
762,deployment,True
763,deployment,True
764,deployment,True
765,protocol,True
766,protocol,True
767,deployment,True
768,deployment,True
769,deployment,True
770,deployment,True
771,deployment,True
772,deployment,True
773,deployment,True
774,deployment,True
775,deployment,True
776,deployment,True
777,deployment,True
778,deployment,True
779,protocol,True
780,deployment,True
781,protocol,True
782,protocol,True
783,deployment,True
784,deployment,True
785,deployment,True
786,deployment,True
787,deployment,True
788,deployment,True
789,deployment,True
790,protocol,True
791,protocol,True
792,principle,False
793,deployment,True
794,protocol,True
795,protocol,True
796,deployment,True
797,deployment,True
798,deployment,True
799,deployment,True
800,deployment,True
801,deployment,True
802,deployment,True
803,deployment,True
804,deployment,True
805,deployment,True
806,deployment,True
807,deployment,True
808,deployment,True
809,protocol,True
810,protocol,True
811,protocol,True
812,protocol,True
813,protocol,True
814,protocol,True
815,protocol,True
816,protocol,True
817,protocol,True
818,protocol,True
819,deployment,True
820,deployment,False
821,deployment,False
822,deployment,True
823,deployment,True
824,deployment,True
825,deployment,True
826,deployment,True
827,deployment,True
828,protocol,True
829,deployment,True
830,deployment,True
831,deployment,True
832,deployment,True
833,deployment,True
834,deployment,True
835,deployment,True
836,protocol,True
837,protocol,True
838,protocol,True
839,protocol,True
840,protocol,True
841,protocol,True
842,principle,True
843,principle,True
844,principle,True
845,principle,True
846,deployment,True
847,deployment,True
848,deployment,True
849,deployment,True
850,deployment,True
851,deployment,True
852,deployment,True
853,deployment,True
854,deployment,True
855,deployment,True
856,deployment,True
857,deployment,True
858,deployment,True
859,principle,True
860,deployment,True
861,principle,True
862,deployment,True
863,deployment,True
864,principle,True
865,deployment,True
866,deployment,True
867,deployment,True
868,deployment,True
869,deployment,True
870,deployment,True
871,deployment,True
872,deployment,True
873,deployment,True
874,deployment,True
875,deployment,True
876,deployment,True
877,deployment,True
878,deployment,True
879,deployment,True
880,deployment,True
881,deployment,True
882,deployment,True
883,deployment,True
884,deployment,True
885,deployment,True
886,deployment,True
887,deployment,True
888,deployment,True
889,deployment,True
890,deployment,True
891,deployment,True
892,deployment,True
893,deployment,True
894,deployment,True
895,deployment,True
896,deployment,True
897,deployment,True
898,deployment,True
899,deployment,True
900,deployment,True
901,deployment,True
902,deployment,True
903,deployment,True
904,deployment,True
905,deployment,True
906,deployment,True
907,deployment,False
908,deployment,True
909,deployment,True
910,deployment,False
911,deployment,True
912,deployment,True
913,deployment,True
914,deployment,True
915,deployment,True
916,deployment,True
917,deployment,True
918,deployment,True
919,deployment,True
920,deployment,True
921,deployment,True
922,deployment,True
923,deployment,True
924,deployment,True
925,deployment,True
926,deployment,True
927,deployment,True
928,deployment,True
929,deployment,True
930,deployment,True
931,deployment,True
932,deployment,True
933,deployment,True
934,deployment,True
935,deployment,True
936,deployment,True
937,deployment,True
938,deployment,True
939,deployment,True
940,deployment,True
941,deployment,True
942,deployment,True
943,deployment,True
944,deployment,True
945,deployment,True
946,deployment,True
947,deployment,True
948,deployment,True
949,deployment,True
950,deployment,True
951,deployment,True
952,deployment,True
953,deployment,True
954,deployment,True
955,deployment,True
956,deployment,True
957,deployment,True
958,deployment,True
959,deployment,True
960,deployment,True
961,deployment,True
962,deployment,True
963,deployment,True
964,deployment,True
965,deployment,True
966,deployment,True
967,deployment,True
968,deployment,False
969,deployment,True
970,deployment,True
971,deployment,True
972,deployment,True
973,protocol,True
974,deployment,True
975,deployment,True
976,deployment,True
977,deployment,True
978,deployment,True
979,protocol,True
980,deployment,True
981,deployment,True
982,deployment,True
983,deployment,True
984,deployment,True
985,deployment,True
986,deployment,True
987,deployment,True
988,deployment,True
989,deployment,True
990,deployment,True
991,deployment,True
992,deployment,True
993,deployment,True
994,deployment,True
995,deployment,True
996,deployment,True
997,deployment,True
998,deployment,True
999,deployment,True
1000,deployment,True
1001,deployment,True
1002,deployment,True
1003,deployment,True
1004,deployment,True
1005,deployment,True
1006,deployment,True
1007,deployment,True
1008,deployment,True
1009,deployment,True
1010,deployment,True
1011,deployment,True
1012,deployment,True
1013,deployment,True
1014,protocol,True
1015,deployment,True
1016,deployment,True
1017,deployment,True
1018,deployment,True
1019,deployment,True
1020,deployment,True
1021,deployment,True
1022,deployment,True
1023,deployment,True
1024,deployment,True
1025,deployment,True
1026,deployment,True
1027,deployment,True
1028,deployment,True
1029,deployment,True
1030,deployment,True
1031,deployment,True
1032,deployment,True
1033,deployment,True
1034,deployment,True
1035,deployment,True
1036,deployment,True
1037,protocol,True
1038,protocol,True
1039,protocol,True
1040,protocol,True
1041,protocol,True
1042,protocol,True
1043,deployment,True
1044,deployment,True
1045,deployment,True
1046,deployment,True
1047,deployment,True
1048,deployment,True
1049,deployment,True
1050,deployment,True
1051,deployment,True
1052,deployment,True
1053,deployment,True
1054,deployment,True
1055,principle,True
1056,principle,True
1057,deployment,True
1058,protocol,True
1059,protocol,True
1060,deployment,True
1061,deployment,True
1062,deployment,True
1063,deployment,True
1064,protocol,True
1065,protocol,True
1066,deployment,True
1067,deployment,True
1068,deployment,True
1069,deployment,True
1070,deployment,True
1071,deployment,True
1072,protocol,True
1073,protocol,True
1074,protocol,True
1075,deployment,True
1076,deployment,True
1077,deployment,True
1078,protocol,True
1079,deployment,True
1080,deployment,True
1081,deployment,True
1082,deployment,True
1083,deployment,True
1084,deployment,True
1085,deployment,True
1086,deployment,True
1087,deployment,True
1088,deployment,True
1089,deployment,True
1090,deployment,True
1091,deployment,True
1092,deployment,True
1093,deployment,True
1094,deployment,True
1095,deployment,True
1096,protocol,True
1097,deployment,True
1098,deployment,True
1099,deployment,True
1100,deployment,True
1101,deployment,True
1102,deployment,True
1103,deployment,True
1104,deployment,True
1105,deployment,True
1106,deployment,False
1107,deployment,True
1108,deployment,True
1109,deployment,True
1110,deployment,True
1111,deployment,True
1112,deployment,True
1113,protocol,True
1114,deployment,True
1115,protocol,True
1116,protocol,True
1117,protocol,True
1118,protocol,True
1119,protocol,True
1120,protocol,True
1121,protocol,True
1122,deployment,True
1123,deployment,True
1124,deployment,True
1125,deployment,True
1126,deployment,True
1127,deployment,True
1128,deployment,True
1129,deployment,True
1130,deployment,True
1131,deployment,True
1132,deployment,True
1133,deployment,True
1134,deployment,True
1135,deployment,True
1136,deployment,True
1137,deployment,False
1138,deployment,True
1139,deployment,True
1140,deployment,True
1141,deployment,True
1142,deployment,True
1143,deployment,True
1144,deployment,True
1145,deployment,True
1146,deployment,True
1147,deployment,True
1148,deployment,True
1149,deployment,True
1150,deployment,True
1151,deployment,True
1152,deployment,True
1153,deployment,True
1154,deployment,True
1155,deployment,True
1156,deployment,True
1157,deployment,True
1158,deployment,True
1159,deployment,True
1160,deployment,True
1161,deployment,True
1162,deployment,True
1163,deployment,True
1164,deployment,True
1165,deployment,True
1166,deployment,True
1167,deployment,True
1168,deployment,True
1169,deployment,True
1170,deployment,True
1171,deployment,True
1172,deployment,True
1173,deployment,True
1174,deployment,True
1175,deployment,True
1176,deployment,True
1177,deployment,True
1178,deployment,True
1179,deployment,True
1180,deployment,True
1181,deployment,True
1182,deployment,True
1183,deployment,True
1184,deployment,True
1185,deployment,True
1186,deployment,True
1187,deployment,True
1188,deployment,True
1189,deployment,True
1190,deployment,True
1191,deployment,True
1192,deployment,True
1193,deployment,True
1194,deployment,True
1195,deployment,True
1196,deployment,True
1197,deployment,True
1198,deployment,True
1199,deployment,True
1200,deployment,True
1201,deployment,True
1202,deployment,True
1203,deployment,True
1204,deployment,True
1205,deployment,True
1206,deployment,True
1207,deployment,True
1208,deployment,True
1209,deployment,True
1210,protocol,True
1211,deployment,True
1212,deployment,True
1213,protocol,True
1214,deployment,True
1215,protocol,True
1216,protocol,True
1217,deployment,True
1218,protocol,True
1219,deployment,True
1220,protocol,True
1221,protocol,True
1222,deployment,True
1223,deployment,True
1224,deployment,True
1225,deployment,True
1226,deployment,True
1227,deployment,True
1228,deployment,True
1229,deployment,True
1230,deployment,True
1231,deployment,True
1232,deployment,False
1233,deployment,True
1234,deployment,True
1235,deployment,True
1236,deployment,True
1237,deployment,True
1238,deployment,False
1239,deployment,True
1240,deployment,True
1241,principle,True
1242,deployment,True
1243,deployment,True
1244,deployment,True
1245,deployment,False
1246,deployment,True
1247,deployment,True
1248,deployment,True
1249,protocol,True
1250,protocol,True
1251,deployment,True
1252,protocol,True
1253,deployment,True
1254,deployment,True
1255,deployment,True
1256,deployment,True
1257,deployment,True
1258,deployment,True
1259,deployment,True
1260,deployment,True
1261,deployment,True
1262,deployment,True
1263,deployment,True
1264,deployment,True
1265,deployment,True
1266,deployment,True
1267,deployment,True
1268,deployment,True
1269,deployment,True
1270,deployment,True
1271,deployment,True
1272,deployment,True
1273,deployment,True
1274,deployment,True
1275,deployment,True
1276,deployment,True
1277,deployment,True
1278,deployment,True
1279,deployment,True
1280,deployment,True
1281,protocol,True
1282,protocol,True
1283,deployment,True
1284,deployment,True
1285,protocol,True
1286,deployment,True
1287,protocol,True
1288,deployment,True
1289,deployment,True
1290,deployment,True
1291,protocol,True
1292,deployment,True
1293,protocol,True
1294,protocol,True
1295,protocol,True
1296,deployment,True
1297,deployment,True
1298,protocol,True
1299,deployment,True
1300,deployment,True
1301,deployment,True
1302,deployment,True
1303,deployment,True
1304,protocol,True
1305,deployment,True
1306,deployment,True
1307,deployment,True
1308,protocol,True
1309,deployment,True
1310,deployment,True
1311,protocol,True
1312,protocol,True
1313,deployment,True
1314,deployment,True
1315,deployment,True
1316,deployment,True
1317,deployment,True
1318,deployment,True
1319,deployment,True
1320,deployment,True
1321,deployment,True
1322,deployment,True
1323,deployment,True
1324,deployment,True
1325,deployment,True
1326,deployment,True
1327,deployment,True
1328,deployment,True
1329,deployment,True
1330,deployment,True
1331,deployment,True
1332,deployment,True
1333,deployment,True
1334,deployment,True
1335,deployment,True
1336,deployment,True
1337,deployment,True
1338,deployment,True
1339,deployment,True
1340,deployment,True
1341,deployment,True
1342,deployment,True
1343,deployment,True
1344,deployment,True
1345,deployment,True
1346,deployment,True
1347,deployment,True
1348,deployment,True
1349,deployment,True
1350,deployment,True
1351,deployment,True
1352,deployment,True
1353,deployment,True
1354,deployment,True
1355,deployment,True
1356,deployment,True
1357,deployment,True
1358,deployment,True
1359,deployment,True
1360,deployment,True
1361,deployment,True
1362,deployment,True
1363,deployment,True
1364,deployment,True
1365,deployment,True
1366,deployment,True
1367,deployment,True
1368,deployment,True
1369,deployment,True
1370,deployment,True
1371,deployment,True
1372,deployment,True
1373,deployment,True
1374,deployment,True
1375,deployment,True
1376,deployment,True
1377,deployment,True
1378,deployment,True
1379,deployment,True
1380,deployment,True
1381,deployment,True
1382,deployment,True
1383,deployment,True
1384,deployment,True
1385,deployment,True
1386,deployment,True
1387,deployment,True
1388,deployment,True
1389,deployment,True
1390,deployment,True
1391,deployment,True
1392,deployment,True
1393,deployment,True
1394,deployment,True
1395,deployment,True
1396,deployment,True
1397,deployment,True
1398,deployment,True
1399,deployment,True
1400,deployment,True
1401,deployment,True
1402,deployment,True
1403,deployment,True
1404,deployment,True
1405,deployment,True
1406,deployment,True
1407,deployment,True
1408,deployment,True
1409,deployment,True
1410,deployment,True
1411,deployment,True
1412,deployment,True
1413,deployment,True
1414,deployment,True
1415,deployment,True
1416,deployment,True
1417,deployment,True
1418,deployment,True
1419,deployment,True
1420,deployment,True
1421,deployment,True
1422,deployment,True
1423,deployment,True
1424,deployment,True
1425,deployment,True
1426,deployment,True
1427,deployment,True
1428,deployment,True
1429,deployment,True
1430,deployment,True
1431,deployment,True
1432,deployment,True
1433,deployment,True
1434,deployment,True
1435,deployment,True
1436,deployment,True
1437,deployment,True
1438,deployment,True
1439,deployment,True
1440,deployment,True
1441,deployment,True
1442,deployment,True
1443,deployment,True
1444,deployment,True
1445,deployment,True
1446,deployment,True
1447,deployment,True
1448,deployment,True
1449,deployment,True
1450,deployment,True
1451,deployment,True
1452,deployment,True
1453,deployment,True
1454,deployment,True
1455,deployment,True
1456,deployment,True
1457,deployment,True
1458,deployment,True
1459,deployment,True
1460,deployment,True
1461,deployment,True
1462,deployment,True
1463,deployment,True
1464,deployment,True
1465,deployment,True
1466,deployment,True
1467,deployment,True
1468,deployment,True
1469,deployment,True
1470,deployment,True
1471,deployment,True
1472,deployment,True
1473,deployment,True
1474,protocol,True
1475,deployment,True
1476,deployment,True
1477,deployment,True
1478,deployment,True
1479,deployment,True
1480,deployment,True
1481,deployment,True
1482,deployment,True
1483,deployment,True
1484,deployment,True
1485,deployment,True
1486,deployment,True
1487,deployment,True
1488,deployment,True
1489,deployment,True
1490,deployment,True
1491,deployment,True
1492,deployment,True
1493,deployment,True
1494,deployment,True
1495,deployment,True
1496,deployment,True
1497,deployment,True
1498,protocol,True
1499,deployment,True
1500,deployment,True
1501,deployment,True
1502,deployment,True
1503,deployment,True
1504,deployment,True
1505,deployment,True
1506,deployment,True
1507,deployment,True
1508,deployment,True
1509,deployment,True
1510,deployment,True
1511,deployment,True
1512,deployment,True
1513,deployment,True
1514,deployment,True
1515,deployment,True
1516,deployment,True
1517,deployment,True
1518,deployment,True
1519,deployment,True
1520,deployment,True
1521,deployment,True
1522,deployment,True
1523,deployment,True
1524,deployment,True
1525,deployment,True
1526,deployment,True
1527,deployment,True
1528,deployment,True
1529,deployment,True
1530,deployment,True
1531,deployment,True
1532,deployment,True
1533,deployment,True
1534,deployment,True
1535,deployment,True
1536,deployment,True
1537,deployment,True
1538,deployment,True
1539,protocol,True
1540,deployment,True
1541,deployment,True
1542,deployment,True
1543,deployment,True
1544,deployment,True
1545,deployment,True
1546,deployment,True
1547,deployment,True
1548,deployment,True
1549,deployment,True
1550,deployment,True
1551,deployment,True
1552,deployment,True
1553,deployment,True
1554,deployment,True
1555,deployment,False
1556,deployment,True
1557,deployment,True
1558,deployment,True
1559,deployment,True
1560,deployment,True
1561,deployment,True
1562,deployment,True
1563,protocol,True
1564,deployment,True
1565,deployment,True
1566,deployment,True
1567,protocol,True
1568,protocol,True
1569,protocol,True
1570,deployment,True
1571,deployment,True
1572,protocol,True
1573,deployment,True
1574,deployment,True
1575,deployment,True
1576,deployment,True
1577,protocol,True
1578,protocol,True
1579,deployment,True
1580,principle,True
1581,principle,True
1582,protocol,True
1583,protocol,True
1584,protocol,True
1585,deployment,True
1586,protocol,True
1587,protocol,True
1588,protocol,True
1589,protocol,True
1590,principle,True
1591,principle,True
1592,protocol,True
1593,protocol,True
1594,protocol,True
1595,protocol,True
1596,principle,True
1597,principle,True
1598,principle,True
1599,principle,True
1600,deployment,True
1601,deployment,True
1602,deployment,True
1603,deployment,True
1604,deployment,True
1605,deployment,True
1606,deployment,True
1607,deployment,True
1608,deployment,True
1609,deployment,True
1610,protocol,True
1611,principle,True
1612,principle,True
1613,principle,True
1614,protocol,True
1615,principle,True
1616,principle,True
1617,principle,True
1618,principle,True
1619,protocol,True
1620,protocol,True
1621,deployment,True
1622,deployment,True
1623,protocol,True
1624,deployment,True
1625,protocol,True
1626,deployment,True
1627,protocol,True
1628,deployment,True
1629,deployment,True
1630,deployment,True
1631,deployment,True
1632,protocol,True
1633,protocol,True
1634,protocol,True
1635,deployment,True
1636,deployment,True
1637,deployment,True
1638,deployment,True
1639,deployment,True
1640,deployment,True
1641,deployment,False
1642,deployment,True
1643,deployment,True
1644,deployment,False
1645,deployment,True
1646,deployment,False
1647,deployment,True
1648,deployment,False
1649,deployment,True
1650,deployment,True
1651,deployment,True
1652,deployment,False
1653,deployment,False
1654,deployment,True
1655,deployment,True
1656,deployment,True
1657,deployment,True
1658,deployment,False
1659,deployment,True
1660,deployment,True
1661,deployment,True
1662,deployment,True
1663,deployment,True
1664,deployment,True
1665,deployment,True
1666,deployment,True
1667,deployment,True
1668,protocol,True
