ruleid,rtype,meaningful
913,protocol,True
914,deployment,True
915,protocol,True
916,deployment,True
917,principle,True
918,principle,False
919,deployment,True
920,deployment,True
921,deployment,True
922,principle,True
923,deployment,True
924,principle,True
925,principle,False
926,principle,True
927,principle,True
928,principle,True
929,deployment,True
930,protocol,True
931,protocol,True
932,protocol,True
933,principle,True
934,principle,True
935,deployment,True
936,deployment,True
937,protocol,True
938,protocol,True
939,deployment,True
940,deployment,True
941,deployment,True
942,protocol,True
943,deployment,True
944,protocol,True
945,principle,False
946,protocol,True
947,principle,True
948,protocol,True
949,principle,True
950,protocol,True
951,principle,True
952,protocol,True
953,protocol,True
954,deployment,True
955,protocol,True
956,deployment,True
957,protocol,True
958,protocol,True
959,deployment,True
960,protocol,True
961,deployment,True
962,protocol,True
963,protocol,True
964,protocol,True
965,protocol,True
966,protocol,True
967,protocol,True
968,protocol,True
969,protocol,True
970,deployment,True
971,deployment,False
972,deployment,False
973,deployment,False
974,deployment,True
975,deployment,True
976,deployment,True
977,deployment,True
978,deployment,True
979,deployment,True
980,protocol,True
981,protocol,True
982,deployment,True
983,deployment,True
984,deployment,False
985,deployment,True
986,deployment,True
987,deployment,True
988,deployment,True
989,deployment,True
990,deployment,True
991,deployment,True
992,deployment,True
993,deployment,True
994,deployment,True
995,deployment,True
996,deployment,True
997,deployment,True
998,deployment,True
999,deployment,True
1000,deployment,True
1001,principle,True
1002,deployment,True
1003,deployment,True
1004,deployment,True
1005,deployment,True
1006,deployment,True
1007,deployment,True
1008,deployment,True
1009,deployment,True
1010,deployment,True
1011,deployment,True
1012,deployment,True
1013,deployment,True
1014,deployment,True
1015,deployment,True
1016,deployment,True
1017,deployment,True
1018,deployment,True
1019,deployment,True
1020,deployment,True
1021,deployment,True
1022,deployment,True
1023,deployment,True
1024,deployment,True
1025,deployment,True
1026,deployment,True
1027,deployment,True
1028,deployment,True
1029,deployment,True
1030,deployment,True
1031,deployment,True
1032,deployment,True
1033,deployment,True
1034,deployment,True
1035,deployment,True
1036,deployment,True
1037,deployment,False
1038,deployment,False
1039,deployment,True
1040,deployment,False
1041,protocol,True
1042,deployment,True
1043,deployment,True
1044,deployment,True
1045,deployment,True
1046,deployment,True
1047,deployment,True
1048,deployment,False
1049,deployment,False
1050,protocol,True
1051,deployment,True
1052,deployment,True
1053,deployment,True
1054,deployment,True
1055,deployment,False
1056,deployment,True
1057,deployment,True
1058,deployment,True
1059,protocol,True
1060,deployment,True
1061,deployment,True
1062,protocol,True
1063,deployment,True
1064,deployment,True
1065,deployment,True
1066,deployment,True
1067,deployment,True
1068,protocol,True
1069,protocol,True
1070,deployment,True
1071,protocol,True
1072,deployment,True
1073,deployment,True
1074,deployment,True
1075,principle,True
1076,deployment,True
1077,deployment,True
1078,protocol,True
1079,protocol,True
1080,deployment,True
1081,deployment,True
1082,deployment,True
1083,deployment,True
1084,deployment,True
1085,deployment,True
1086,deployment,True
1087,deployment,True
1088,deployment,True
1089,deployment,True
1090,deployment,True
1091,protocol,True
1092,deployment,True
1093,deployment,True
1094,deployment,True
1095,deployment,True
1096,principle,True
1097,deployment,True
1098,deployment,True
1099,deployment,True
1100,deployment,True
1101,protocol,True
1102,deployment,True
1103,deployment,True
1104,deployment,True
1105,deployment,True
1106,deployment,False
1107,deployment,False
1108,deployment,False
1109,deployment,True
1110,deployment,True
1111,deployment,True
1112,deployment,True
1113,principle,False
1114,deployment,False
1115,deployment,True
1116,deployment,True
1117,protocol,True
1118,deployment,True
1119,deployment,False
1120,protocol,True
1121,principle,True
1122,deployment,True
1123,deployment,True
1124,deployment,True
1125,principle,True
1126,deployment,True
1127,deployment,True
1128,principle,True
1129,deployment,True
1130,protocol,False
1131,deployment,True
1132,principle,True
1133,deployment,True
1134,deployment,True
1135,deployment,True
1136,deployment,True
1137,deployment,True
1138,deployment,True
1139,deployment,False
1140,deployment,False
1141,deployment,True
1142,protocol,True
1143,deployment,False
1144,protocol,True
1145,protocol,True
1146,deployment,False
1147,deployment,True
1148,protocol,True
1149,deployment,True
1150,deployment,False
1151,deployment,True
1152,deployment,False
1153,protocol,True
1154,protocol,True
1155,protocol,True
1156,deployment,True
1157,deployment,True
1158,protocol,True
1159,deployment,False
1160,deployment,True
1161,protocol,True
1162,protocol,True
1163,protocol,True
1164,deployment,True
1165,protocol,True
1166,protocol,True
1167,deployment,True
1168,protocol,True
1169,protocol,True
1170,protocol,True
1171,protocol,True
1172,protocol,True
1173,protocol,True
1174,deployment,False
1175,protocol,True
1176,deployment,True
1177,protocol,True
1178,deployment,True
1179,protocol,True
1180,deployment,True
1181,deployment,True
1182,deployment,True
1183,deployment,True
1184,deployment,True
1185,deployment,False
1186,deployment,True
1187,deployment,True
1188,protocol,True
1189,protocol,True
1190,deployment,True
1191,deployment,True
1192,deployment,True
1193,deployment,True
1194,deployment,True
1195,protocol,True
1196,protocol,True
1197,deployment,True
1198,protocol,True
1199,deployment,True
1200,deployment,True
1201,deployment,True
1202,deployment,True
1203,protocol,True
1204,deployment,True
1205,deployment,True
1206,deployment,False
1207,deployment,False
1208,deployment,True
1209,deployment,True
1210,deployment,True
1211,deployment,True
1212,protocol,True
1213,deployment,True
1214,deployment,True
1215,deployment,True
1216,deployment,True
1217,deployment,True
1218,deployment,True
1219,deployment,True
1220,deployment,True
1221,deployment,True
1222,deployment,True
1223,protocol,True
1224,deployment,True
1225,principle,False
1226,deployment,True
1227,deployment,True
1228,deployment,True
1229,deployment,True
1230,deployment,True
1231,deployment,True
1232,deployment,True
1233,deployment,True
1234,deployment,True
1235,deployment,True
1236,deployment,True
1237,deployment,True
1238,deployment,True
1239,deployment,False
1240,protocol,True
1241,protocol,True
1242,deployment,True
1243,protocol,True
1244,deployment,True
1245,deployment,True
1246,deployment,True
1247,protocol,True
1248,deployment,True
1249,principle,True
1250,deployment,True
1251,protocol,True
1252,deployment,True
1253,deployment,True
1254,protocol,True
1255,protocol,True
1256,deployment,True
1257,deployment,True
1258,deployment,True
1259,deployment,True
1260,protocol,True
1261,deployment,True
1262,protocol,True
1263,deployment,True
1264,deployment,True
1265,deployment,True
1266,protocol,True
1267,protocol,True
1268,protocol,True
1269,deployment,True
1270,deployment,True
1271,protocol,True
1272,deployment,True
1273,deployment,True
1274,deployment,False
1275,deployment,False
1276,deployment,True
1277,deployment,True
1278,deployment,True
1279,deployment,True
1280,deployment,True
1281,deployment,True
1282,deployment,True
1283,deployment,True
1284,deployment,True
1285,deployment,True
1286,deployment,True
1287,deployment,True
1288,deployment,True
1289,deployment,True
1290,deployment,True
1291,deployment,True
1292,deployment,True
1293,deployment,True
1294,deployment,True
1295,deployment,True
1296,deployment,True
1297,deployment,True
1298,deployment,True
1299,deployment,True
1300,deployment,True
1301,deployment,True
1302,principle,False
1303,deployment,True
1304,deployment,True
1305,deployment,True
1306,deployment,True
1307,deployment,True
1308,deployment,True
1309,protocol,True
1310,deployment,True
1311,protocol,True
1312,deployment,True
1313,protocol,True
1314,deployment,True
1315,deployment,True
1316,deployment,True
1317,deployment,True
1318,protocol,True
1319,deployment,True
1320,deployment,True
1321,protocol,True
1322,deployment,True
1323,deployment,True
1324,protocol,True
1325,deployment,True
1326,deployment,True
1327,deployment,True
1328,deployment,True
1329,deployment,True
1330,protocol,True
1331,deployment,True
1332,principle,False
1333,deployment,True
1334,deployment,True
1335,deployment,True
1336,deployment,True
1337,deployment,True
1338,deployment,True
1339,deployment,True
1340,deployment,True
1341,deployment,True
1342,deployment,True
1343,deployment,True
1344,deployment,True
1345,deployment,False
1346,deployment,True
1347,deployment,True
1348,deployment,True
1349,deployment,True
1350,deployment,True
1351,deployment,True
1352,deployment,True
1353,deployment,True
1354,deployment,True
1355,deployment,True
1356,deployment,True
1357,deployment,True
1358,deployment,True
1359,deployment,True
1360,deployment,True
1361,deployment,True
1362,deployment,True
1363,deployment,True
1364,deployment,True
1365,deployment,True
1366,deployment,True
1367,deployment,True
1368,deployment,True
1369,deployment,False
1370,protocol,True
1371,protocol,True
1372,deployment,True
1373,deployment,True
1374,deployment,True
1375,protocol,True
1376,deployment,True
1377,protocol,True
1378,protocol,True
1379,principle,False
1380,protocol,True
1381,deployment,True
1382,deployment,True
1383,principle,False
1384,protocol,True
1385,protocol,True
1386,deployment,True
1387,deployment,True
1388,protocol,True
1389,protocol,True
1390,protocol,True
1391,deployment,True
1392,deployment,True
1393,principle,True
1394,principle,True
1395,deployment,True
1396,deployment,True
1397,protocol,True
1398,protocol,True
1399,deployment,True
1400,deployment,True
1401,deployment,True
1402,deployment,True
1403,deployment,True
1404,deployment,False
1405,deployment,True
1406,deployment,False
1407,protocol,True
1408,deployment,True
1409,deployment,True
1410,deployment,True
1411,protocol,True
1412,protocol,True
1413,deployment,True
1414,deployment,True
1415,protocol,True
1416,deployment,False
1417,deployment,True
1418,deployment,True
1419,deployment,True
1420,deployment,True
1421,protocol,True
1422,deployment,True
1423,deployment,True
1424,deployment,True
1425,deployment,True
1426,deployment,True
1427,deployment,True
1428,deployment,True
1429,deployment,True
1430,deployment,True
1431,deployment,True
1432,deployment,True
1433,deployment,True
1434,deployment,True
1435,deployment,True
1436,deployment,True
1437,deployment,True
1438,deployment,True
1439,principle,False
1440,deployment,True
1441,deployment,False
1442,deployment,True
1443,deployment,True
1444,deployment,True
1445,deployment,True
1446,deployment,True
1447,deployment,True
1448,deployment,True
1449,deployment,True
1450,deployment,True
1451,deployment,True
1452,deployment,True
1453,deployment,True
1454,deployment,True
1455,deployment,True
1456,deployment,True
1457,deployment,True
1458,deployment,True
1459,deployment,True
1460,deployment,True
1461,deployment,True
1462,deployment,True
1463,deployment,True
1464,protocol,True
1465,protocol,True
1466,protocol,True
1467,protocol,True
1468,deployment,True
1469,deployment,False
1470,deployment,True
1471,protocol,True
1472,protocol,True
1473,deployment,True
1474,deployment,True
1475,deployment,True
1476,protocol,True
1477,protocol,True
1478,deployment,True
1479,deployment,True
1480,deployment,True
1481,deployment,True
1482,protocol,True
1483,protocol,True
1484,protocol,True
1485,deployment,True
1486,protocol,True
1487,protocol,True
1488,protocol,True
1489,deployment,True
1490,protocol,True
1491,protocol,True
1492,deployment,False
1493,protocol,True
1494,protocol,True
1495,deployment,True
1496,deployment,False
1497,protocol,True
1498,deployment,True
1499,protocol,True
1500,deployment,True
1501,deployment,False
1502,deployment,True
1503,protocol,True
1504,deployment,True
1505,deployment,True
1506,deployment,True
1507,deployment,True
1508,protocol,True
1509,deployment,True
1510,deployment,True
1511,principle,True
1512,principle,True
1513,deployment,True
1514,protocol,True
1515,principle,True
1516,principle,True
1517,protocol,True
1518,deployment,True
1519,protocol,True
1520,deployment,True
1521,deployment,True
1522,deployment,True
1523,deployment,True
1524,deployment,True
1525,principle,True
1526,deployment,True
1527,deployment,True
1528,deployment,True
1529,principle,False
1530,deployment,True
1531,deployment,True
1532,deployment,True
1533,deployment,True
1534,principle,True
1535,deployment,True
1536,principle,False
1537,principle,False
1538,deployment,True
1539,protocol,True
1540,deployment,True
1541,deployment,True
1542,principle,True
1543,deployment,True
1544,protocol,True
1545,protocol,True
1546,deployment,True
1547,deployment,True
1548,deployment,True
1549,deployment,True
1550,deployment,True
1551,protocol,True
1552,deployment,True
1553,deployment,True
1554,deployment,True
1555,protocol,True
1556,protocol,True
1557,protocol,True
1558,deployment,True
1559,principle,True
1560,deployment,False
1561,deployment,False
1562,deployment,True
1563,deployment,False
1564,deployment,False
1565,deployment,True
1566,deployment,False
1567,deployment,True
1568,deployment,True
1569,deployment,True
1570,protocol,True
1571,deployment,True
1572,protocol,True
1573,deployment,True
1574,deployment,True
1575,deployment,True
1576,protocol,True
1577,deployment,True
1578,protocol,True
1579,protocol,True
1580,deployment,True
1581,deployment,True
1582,deployment,True
1583,deployment,True
1584,deployment,True
1585,deployment,True
1586,deployment,True
1587,deployment,True
1588,deployment,True
1589,deployment,True
1590,protocol,True
1591,deployment,True
1592,protocol,True
1593,deployment,True
1594,protocol,True
1595,deployment,False
1596,deployment,True
1597,deployment,True
1598,deployment,True
1599,deployment,True
1600,deployment,True
1601,deployment,True
1602,deployment,True
1603,deployment,True
1604,deployment,True
1605,deployment,True
1606,deployment,True
1607,deployment,True
1608,deployment,True
1609,deployment,False
1610,deployment,True
1611,deployment,True
1612,deployment,True
1613,deployment,True
1614,deployment,True
1615,deployment,False
1616,deployment,True
1617,deployment,True
1618,deployment,True
1619,deployment,True
1620,deployment,True
1621,deployment,True
1622,deployment,True
1623,deployment,True
1624,deployment,True
1625,protocol,False
1626,protocol,True
1627,deployment,True
1628,protocol,True
1629,protocol,True
1630,deployment,True
1631,protocol,True
1632,principle,False
1633,deployment,True
1634,deployment,True
1635,deployment,True
1636,protocol,True
1637,deployment,True
1638,principle,True
1639,protocol,True
1640,deployment,True
1641,deployment,True
1642,deployment,True
1643,protocol,True
1644,protocol,True
1645,protocol,True
1646,deployment,True
1647,deployment,True
1648,deployment,True
1649,protocol,True
1650,deployment,True
1651,protocol,True
1652,protocol,True
1653,deployment,True
1654,deployment,True
1655,deployment,True
1656,protocol,True
1657,principle,False
1658,deployment,False
1659,deployment,True
1660,deployment,True
1661,deployment,False
1662,principle,True
1663,deployment,False
1664,protocol,True
1665,deployment,True
1666,deployment,True
1667,deployment,True
1668,deployment,True
1669,deployment,True
1670,deployment,True
1671,deployment,True
1672,deployment,True
1673,deployment,True
1674,deployment,True
