Source_Port,Destination_Port,Protocol,Total_Length_of_Fwd_Packets,Total_Length_of_Bwd_Packets,Fwd_Packet_Length_Max,Fwd_Packet_Length_Min,Fwd_Packet_Length_Mean,Fwd_Packet_Length_Std,Bwd_Packet_Length_Max,Bwd_Packet_Length_Min,Bwd_Packet_Length_Mean,Bwd_Packet_Length_Std,Flow_IAT_Mean,Flow_IAT_Std,Flow_IAT_Max,Flow_IAT_Min,Fwd_IAT_Total,Fwd_IAT_Mean,Fwd_IAT_Std,Fwd_IAT_Max,Fwd_IAT_Min,Bwd_IAT_Total,Bwd_IAT_Mean,Bwd_IAT_Std,Bwd_IAT_Max,Bwd_IAT_Min,Fwd_PSH_Flags,Bwd_PSH_Flags,Fwd_URG_Flags,Bwd_URG_Flags,Min_Packet_Length,Max_Packet_Length,FIN_Flag_Count,SYN_Flag_Count,RST_Flag_Count,PSH_Flag_Count,ACK_Flag_Count,URG_Flag_Count,CWE_Flag_Count,ECE_Flag_Count,Down_Up_Ratio,Average_Packet_Size,Avg_Fwd_Segment_Size,Avg_Bwd_Segment_Size,Fwd_Avg_Bytes_Bulk,Fwd_Avg_Packets_Bulk,Fwd_Avg_Bulk_Rate,Bwd_Avg_Bytes_Bulk,Bwd_Avg_Packets_Bulk,Bwd_Avg_Bulk_Rate,Subflow_Fwd_Packets,Subflow_Fwd_Bytes,Subflow_Bwd_Packets,Subflow_Bwd_Bytes,Init_Win_bytes_fwd,Init_Win_bytes_bwd,act_data_pkt_fwd,min_seg_size_fwd,Active_Mean,Active_Std,Active_Max,Active_Min,Idle_Mean,Idle_Std,Idle_Max,Idle_Min
47937,443,6,12.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,6.0,6.0,1,0,0,0,0,0,0,0,0.0,9.0,6.0,0.0,0,0,0,0,0,0,2,12,0,0,0,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63454,53,17,76.0,168.0,38.0,38.0,38.0,0.0,84.0,84.0,84.0,0.0,16247.66,22703.899,50227.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,38.0,84.0,0,0,0,0,0,0,0,0,1.0,69.0,38.0,84.0,0,0,0,0,0,0,2,76,2,168,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57373,53,17,86.0,182.0,43.0,43.0,43.0,0.0,91.0,91.0,91.0,0.0,20237.33,33517.833,60559.0,4.0,4.0,4.0,0.0,4.0,4.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,43.0,91.0,0,0,0,0,0,0,0,0,1.0,74.75,43.0,91.0,0,0,0,0,0,0,2,86,2,182,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8862,53,17,144.0,261.0,36.0,36.0,36.0,0.0,139.0,139.0,139.0,0.0,10638.8,17390.812,30550.0,4.0,30409.0,30109.33,19934.695,70409.0,4.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,36.0,139.0,0,0,0,0,0,0,0,0,0.0,88.6667,36.0,139.0,0,0,0,0,0,0,4,144,2,261,-1,-1,5,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
443,57617,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,1.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,214,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63514,53,17,60.0,188.0,30.0,30.0,30.0,0.0,94.0,94.0,94.0,0.0,10732.66,17189.21,30952.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,30.0,94.0,0,0,0,0,0,0,0,0,1.0,74.0,30.0,94.0,0,0,0,0,0,0,2,60,2,188,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
443,32139,6,31.0,6.0,31.0,0.0,10.5,21.9203,6.0,6.0,6.0,0.0,104.0,0.0,104.0,103.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,31.0,0,1,0,0,1,0,0,0,0.0,31.0,10.5,6.0,0,0,0,0,0,0,2,31,1,6,120,0,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41962,53,17,82.0,196.0,41.0,41.0,41.0,0.0,98.0,98.0,98.0,0.0,65.33,87.992,168.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,41.0,98.0,0,0,0,0,0,0,0,0,1.0,81.25,41.0,98.0,0,0,0,0,0,0,2,82,2,196,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61373,53,17,64.0,206.0,32.0,32.0,32.0,0.0,106.0,106.0,106.0,0.0,51.66,91.34,150.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,4.0,0,0,0,0,32.0,106.0,0,0,0,0,0,0,0,0,1.0,88.5,32.0,106.0,0,0,0,0,0,0,1,64,2,206,-1,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9032,443,6,431.0,4032.0,429.0,0.0,65.0427,129.5611,1448.0,0.0,641.0,1068.0032,23383.3,54797.137,154108.0,3.0,235488.0,17405.25,35846.925,107146.0,451.0,289890.0,57170.66,21814.132,398414.0,48.0,0,0,0,0,0.0,1448.0,0,0,0,1,0,0,0,0,0.0,203.3667,65.0,631.0,0,0,0,0,0,0,9,431,7,4032,65535,972,6,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
443,46356,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,38.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,1,1,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,117,260,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9907,53,17,104.0,228.0,51.0,51.0,51.0,0.0,114.0,114.0,114.0,0.0,6.33,41.554,131.0,3.0,3.0,3.0,0.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,51.0,114.0,0,0,0,0,0,0,0,0,1.0,94.25,51.0,114.0,0,0,0,0,0,0,2,104,2,228,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
443,57280,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,1,1,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,118,360,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61293,53,17,40.0,117.0,40.0,40.0,40.0,0.0,117.0,117.0,117.0,0.0,30791.0,0.0,30792.0,30743.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40.0,117.0,0,0,0,0,0,0,0,0,1.0,105.5,40.0,117.0,0,0,0,0,0,0,1,40,1,117,-1,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55433,53,17,148.0,192.0,41.0,41.0,41.0,0.0,96.0,96.0,96.0,0.0,48203.8,88751.172,144887.0,1.0,30863.0,10922.33,17696.657,80720.0,1.0,333.0,17.5,0.0,114.0,3.0,0,0,0,0,41.0,96.0,0,0,0,0,0,0,0,0,0.0,65.25,41.0,96.0,0,0,0,0,0,0,4,148,2,192,-1,-1,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64412,53,17,66.0,128.0,33.0,33.0,33.0,0.0,64.0,64.0,64.0,0.0,197.33,81.441,597.0,1.0,49.0,49.0,0.0,49.0,49.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,33.0,64.0,0,0,0,0,0,0,0,0,1.0,59.25,33.0,64.0,0,0,0,0,0,0,2,66,2,128,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,53389,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,56.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,1,1,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,115,304,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52443,53,17,90.0,216.0,45.0,45.0,45.0,0.0,108.0,108.0,108.0,0.0,62.33,188.059,275.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,45.0,108.0,0,0,0,0,0,0,0,0,1.0,85.75,45.0,108.0,0,0,0,0,0,0,2,90,2,216,-1,-1,1,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51440,53,17,100.0,132.0,50.0,50.0,50.0,0.0,66.0,66.0,66.0,0.0,70.0,58.385,113.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,50.0,66.0,0,0,0,0,0,0,0,0,1.0,56.0,50.0,66.0,0,0,0,0,0,0,2,100,2,132,-1,-1,1,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
443,54554,6,6.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,21187.0,0.0,23134.0,21135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,6.0,6.0,0,0,0,0,1,1,0,0,1.0,9.0,6.0,6.0,0,0,0,0,0,0,1,6,1,6,319,256,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
443,63684,6,37.0,0.0,31.0,6.0,18.5,17.6777,0.0,0.0,0.0,0.0,4.0,0.0,4.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,6.0,31.0,0,1,0,0,1,0,0,0,0.0,34.0,18.5,0.0,0,0,0,0,0,0,2,37,0,0,115,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
443,47989,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,39.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,1,1,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,387,224,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50055,53,17,72.0,114.0,36.0,36.0,36.0,0.0,57.0,57.0,57.0,0.0,10418.33,18189.119,31428.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,36.0,57.0,0,0,0,0,0,0,0,0,1.0,59.5,36.0,57.0,0,0,0,0,0,0,2,72,2,114,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5871,53,17,64.0,198.0,32.0,32.0,32.0,0.0,99.0,99.0,99.0,0.0,96.0,50.078,196.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,32.0,99.0,0,0,0,0,0,0,0,0,1.0,74.0,32.0,99.0,0,0,0,0,0,0,2,64,2,198,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64202,53,17,118.0,273.0,54.0,54.0,54.0,0.0,133.0,133.0,133.0,0.0,378.66,459.981,970.0,3.0,3.0,3.0,0.0,3.0,3.0,4.0,4.0,0.0,4.0,4.0,0,0,0,0,54.0,133.0,0,0,0,0,0,0,0,0,1.0,91.5,54.0,133.0,0,0,0,0,0,0,2,118,2,273,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59099,53,17,68.0,138.0,34.0,34.0,34.0,0.0,69.0,69.0,69.0,0.0,67.33,134.42,170.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,34.0,69.0,0,0,0,0,0,0,0,0,1.0,65.5,34.0,69.0,0,0,0,0,0,0,2,68,2,138,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54125,443,6,1069.0,5006.0,733.0,0.0,121.1146,478.8788,1460.0,2.0,281.6667,677.2314,16410.33,22408.971,45517.0,14.0,160978.0,22744.75,68357.816,115104.0,4.0,172370.0,27320.33,33417.75,62012.0,0.0,0,0,0,0,0.0,1460.0,0,0,0,1,0,0,0,0,1.0,212.8425,121.1412,261.6664,0,0,0,0,0,0,10,1069,11,5006,29200,2064,10,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62289,53,17,41.0,77.0,41.0,41.0,41.0,0.0,77.0,77.0,77.0,0.0,30539.0,0.0,30539.0,30537.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,41.0,77.0,0,0,0,0,0,0,0,0,1.0,84.5,41.0,77.0,0,0,0,0,0,0,1,41,1,77,-1,-1,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
443,52213,6,31.0,0.0,31.0,0.0,15.5,21.9203,0.0,0.0,0.0,0.0,4.0,0.0,4.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,31.0,0,1,0,0,1,0,0,0,0.0,31.0,15.5,0.0,0,0,0,0,0,0,2,31,0,0,132,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53676,53,17,106.0,202.0,53.0,53.0,53.0,0.0,101.0,101.0,101.0,0.0,10578.0,17272.328,31543.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,53.0,101.0,0,0,0,0,0,0,0,0,1.0,85.25,53.0,101.0,0,0,0,0,0,0,2,106,2,202,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63055,53,17,52.0,118.0,51.0,51.0,51.0,0.0,118.0,118.0,118.0,0.0,31527.0,0.0,31527.0,31420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,51.0,118.0,0,0,0,0,0,0,0,0,1.0,107.0,51.0,118.0,0,0,0,0,0,0,1,52,1,118,-1,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60405,53,17,49.0,109.0,49.0,49.0,49.0,0.0,109.0,109.0,109.0,0.0,61994.0,0.0,61994.0,61992.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,49.0,109.0,0,0,0,0,0,0,0,0,1.0,92.5,49.0,109.0,0,0,0,0,0,0,1,49,1,109,-1,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53297,53,17,64.0,172.0,32.0,32.0,32.0,0.0,86.0,86.0,86.0,0.0,55.66,70.142,120.0,3.0,3.0,3.0,0.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,32.0,86.0,0,0,0,0,0,0,0,0,1.0,76.0,32.0,86.0,0,0,0,0,0,0,2,64,2,172,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47162,443,6,1663.0,1782.0,690.0,0.0,19.45,254.91,1680.0,0.0,600.5757,608.7788,80354.16,76902.202,102855.0,1.0,906771.0,13033.27,65293.648,252291.0,1.0,106706.0,17629.9,26832.945,32245.0,3.0,0,0,0,0,0.0,1680.0,0,0,0,1,0,0,0,0,0.0,398.7857,19.4282,650.5,0,0,0,0,0,0,9,1663,9,1382,65535,39,10,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22283,53,17,102.0,212.0,56.0,56.0,56.0,0.0,106.0,106.0,106.0,0.0,51.0,73.765,131.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,56.0,106.0,0,0,0,0,0,0,0,0,1.0,98.0,56.0,106.0,0,0,0,0,0,0,2,102,2,212,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53698,443,6,12.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,6.0,6.0,1,0,0,0,0,0,0,0,0.0,9.0,6.0,0.0,0,0,0,0,0,0,2,12,0,0,0,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
443,55300,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,36.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,1,1,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,118,33304,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54421,443,6,12.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,6.0,6.0,0,0,0,0,0,0,0,0,0.0,9.0,6.0,0.0,0,0,0,0,0,0,2,12,0,0,254,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
443,61222,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,366,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49899,53,17,90.0,274.0,45.0,45.0,45.0,0.0,137.0,137.0,137.0,0.0,11349.33,22786.187,52949.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,45.0,137.0,0,0,0,0,0,0,0,0,1.0,92.75,45.0,137.0,0,0,0,0,0,0,2,90,2,274,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,45138,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,76.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,1,1,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,357,33304,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53476,53,17,98.0,162.0,49.0,49.0,49.0,0.0,81.0,81.0,81.0,0.0,64.66,24.193,199.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,4.0,0.0,4.0,4.0,0,0,0,0,49.0,81.0,0,0,0,0,0,0,0,0,1.0,61.75,49.0,81.0,0,0,0,0,0,0,2,98,2,162,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56227,53,17,82.0,204.0,41.0,41.0,41.0,0.0,102.0,102.0,102.0,0.0,64.33,153.272,174.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,41.0,102.0,0,0,0,0,0,0,0,0,1.0,84.75,41.0,102.0,0,0,0,0,0,0,2,82,2,204,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50134,443,6,993.0,4643.0,262.0,0.0,52.5,89.8335,2578.0,0.0,454.8715,950.8782,420304.31,1141188.364,4785321.0,4.0,5999073.0,706126.0,1757768.092,4208223.0,5.0,333163.0,48540.83,32552.511,136791.0,3.0,0,0,0,0,0.0,2578.0,0,0,0,1,0,0,0,0,0.0,992.0688,52.5418,474.8333,0,0,0,0,0,0,14,993,8,4643,65535,384,6,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49438,53,17,130.0,370.0,45.0,45.0,45.0,0.0,180.0,180.0,180.0,0.0,10321.0,17112.432,30937.0,3.0,30439.0,10439.33,17899.492,30659.0,3.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,45.0,180.0,0,0,0,0,0,0,0,0,0.0,127.25,45.0,180.0,0,0,0,0,0,0,4,130,2,370,-1,-1,3,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53219,53,17,76.0,254.0,38.0,38.0,38.0,0.0,127.0,127.0,127.0,0.0,18913.66,27985.084,67823.0,3.0,3.0,3.0,0.0,3.0,3.0,4.0,4.0,0.0,4.0,4.0,0,0,0,0,38.0,127.0,0,0,0,0,0,0,0,0,1.0,89.0,38.0,127.0,0,0,0,0,0,0,2,76,2,254,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50062,53,17,67.0,176.0,37.0,37.0,37.0,0.0,88.0,88.0,88.0,0.0,12974.33,28439.965,31336.0,3.0,3.0,3.0,0.0,3.0,3.0,4.0,4.0,0.0,4.0,4.0,0,0,0,0,37.0,88.0,0,0,0,0,0,0,0,0,1.0,75.75,37.0,88.0,0,0,0,0,0,0,2,67,2,176,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
