Date first seen,Duration,Proto,Src IP Addr,Src Pt,Dst IP Addr,Dst Pt,Packets,Bytes,Flows,Flags
2017-04-05 17:04:42.550,0.045,TCP,192.168.200.4,57024,11062_193,80,2,132,1,.A...F
2017-04-06 14:01:53.482,0.0,TCP,192.168.220.15,56462,192.168.100.5,61385,1,66,1,.A....
2017-04-07 13:27:17.100,0.0,TCP,11014_185,59115,192.168.100.5,58082,1,54,1,.A....
2017-04-05 15:51:47.937,0.968,TCP,192.168.210.4,55973,192.168.100.5,60445,4,279,1,.AP.S.
2017-04-11 04:22:42.317,1.826,TCP,192.168.210.5,61491,10057_29,443,17,7189,1,.AP.S.
2017-04-10 16:12:18.912,0.0,TCP,192.168.220.8,40444,10199_14,80,1,66,1,.A....
2017-04-10 05:53:09.752,0.0,TCP,10063_33,58077,192.168.100.5,46455,1,54,1,.A....
2017-04-07 14:42:15.903,0.0,TCP,192.168.220.8,46182,10060_27,80,1,66,1,.A....
2017-04-11 05:02:53.894,0.0,TCP,192.168.220.7,54350,10124_1,443,1,66,1,.A....
2017-04-11 14:04:16.659,0.0,TCP,192.168.220.6,54424,192.168.100.5,59080,1,66,1,.A....
2017-04-07 16:00:34.424,0.0,TCP,192.168.220.16,47305,192.168.100.5,48082,1,66,1,.A....
2017-04-11 01:47:52.818,0.0,TCP,192.168.210.5,56824,10296_238,443,1,55,1,.A....
2017-04-07 14:03:57.767,0.166,TCP,192.168.200.8,56626,10296_238,80,12,1783,1,.AP...
2017-04-10 10:46:23.184,0.19,TCP,192.168.200.8,59986,10060_27,80,4,812,1,.AP.S.
2017-04-06 15:20:04.822,0.0,TCP,192.168.100.5,445,192.168.220.7,58131,1,108,1,.AP...
2017-04-10 16:12:18.912,0.0,TCP,192.168.200.5,54993,10057_29,80,1,66,1,.A....
2017-04-10 12:55:28.228,1.76,TCP,192.168.220.4,46156,DNS,80,3,217,1,.AP..F
2017-04-07 13:53:47.536,0.001,UDP,DNS,53,192.168.220.15,59968,2,336,1,......
2017-04-05 10:03:36.324,0.0,UDP,DNS,53,192.168.210.4,55139,1,193,1,......
2017-04-11 01:47:52.818,0.033,TCP,192.168.220.10,64216,10321_204,443,4,723,1,.AP.S.
2017-04-07 13:27:17.100,0.0,TCP,192.168.200.9,67382,10199_14,443,1,55,1,.A....
2017-04-05 15:51:24.121,0.03,TCP,10296_238,50686,192.168.220.14,46080,2,132,1,.A...F
2017-04-07 20:58:41.792,0.003,UDP,DNS,53,192.168.220.15,43950,2,322,1,......
2017-04-09 21:49:47.930,0.214,TCP,192.168.210.5,62973,10162_129,80,2,154,1,.AP...
2017-04-10 07:26:07.059,0.0,TCP,192.168.220.15,53346,10057_29,80,1,66,1,.A....
2017-04-10 20:46:57.560,0.0,TCP,192.168.220.7,58702,10060_27,80,1,66,1,.A...F
2017-04-05 15:27:56.989,0.02,TCP,192.168.200.9,54426,192.168.100.5,39445,3,215,1,.AP..F
2017-04-10 12:55:28.228,0.0,TCP,192.168.220.15,43492,192.168.100.5,52585,1,66,1,.A....
2017-04-06 16:02:02.723,0.0,TCP,192.168.220.10,56903,192.168.100.5,35445,1,66,1,.A....
2017-04-06 11:52:12.701,0.0,TCP,192.168.220.13,48863,10060_27,80,1,66,1,.A....
2017-04-07 13:33:04.775,0.0,TCP,192.168.220.8,52344,192.168.100.5,36080,1,66,1,.A....
2017-04-11 04:22:42.317,0.0,TCP,192.168.200.5,53171,10296_238,443,2,132,1,.A...F
2017-04-06 16:21:41.608,0.014,UDP,DNS,53,192.168.220.5,34860,28,5638,1,......
2017-04-06 16:02:02.723,0.0,TCP,192.168.220.4,56780,10060_27,80,1,66,1,.A....
2017-04-05 19:47:53.877,0.0,TCP,192.168.220.9,49951,192.168.100.5,33080,1,66,1,.A....
2017-04-11 14:04:16.659,0.0,UDP,DNS,53,192.168.210.5,62052,1,80,1,......
2017-04-11 12:11:37.062,0.0,TCP,192.168.200.8,52305,11062_193,443,1,55,1,.A....
2017-04-05 17:04:42.550,0.254,TCP,14645_180,54218,192.168.220.9,47080,27,21776,1,.AP...
2017-04-11 10:35:31.631,0.004,UDP,DNS,53,192.168.220.13,45962,2,303,1,......
2017-04-11 14:04:16.659,0.0,TCP,10060_27,62608,192.168.210.5,58082,1,66,1,.A....
2017-04-08 01:29:47.455,0.0,TCP,192.168.210.5,60256,10296_227,80,1,55,1,.A....
2017-04-07 13:51:44.690,0.004,TCP,192.168.210.5,60485,192.168.100.5,43080,2,108,1,.A...F
2017-04-05 15:51:47.937,0.0,TCP,192.168.220.7,43636,192.168.100.5,40445,1,66,1,.A....
2017-04-05 09:18:45.346,0.0,TCP,192.168.200.4,43829,10060_27,80,1,66,1,.A....
2017-04-10 10:46:23.184,0.0,UDP,DNS,53,192.168.220.6,58056,1,190,1,......
2017-04-11 10:35:31.631,0.0,TCP,192.168.100.5,445,192.168.220.11,53797,1,108,1,.AP...
2017-04-10 10:48:54.269,0.0,TCP,192.168.220.14,43645,192.168.220.13,39720,1,66,1,.A....
2017-04-05 16:14:47.525,0.0,UDP,192.168.220.12,51655,DNS,53,1,77,1,......
2017-04-07 13:27:17.100,0.0,TCP,192.168.100.5,445,192.168.220.6,40624,1,108,1,.AP...
2017-04-10 14:35:53.394,0.0,TCP,192.168.220.15,59665,192.168.100.5,60480,1,66,1,.A....
2017-04-10 05:53:09.752,0.0,UDP,DNS,53,192.168.220.7,54413,1,154,1,......
2017-04-07 16:00:34.424,0.0,TCP,192.168.220.9,51520,192.168.100.5,53445,1,66,1,.A....
2017-04-06 15:20:04.822,0.039,TCP,192.168.220.11,53312,10060_27,80,2,132,1,.A...F
2017-04-05 09:18:45.346,0.0,UDP,192.168.200.9,62944,DNS,53,1,79,1,......
2017-04-07 14:42:15.903,0.0,TCP,192.168.220.5,55676,192.168.100.5,38445,1,66,1,.A....
2017-04-05 15:27:56.989,0.026,TCP,192.168.220.13,50559,192.168.100.5,38082,2,128,1,.A...F
2017-04-05 11:19:30.517,0.0,UDP,192.168.220.14,52489,DNS,53,1,70,1,......
2017-04-06 11:52:12.701,0.035,TCP,192.168.220.15,53085,192.168.100.5,55081,2,132,1,.A...F
2017-04-06 07:10:39.630,0.0,TCP,192.168.220.10,56971,10296_238,80,1,54,1,.A....
2017-04-08 01:29:47.455,0.0,TCP,192.168.100.5,445,192.168.220.15,37592,1,108,1,.AP...
2017-04-11 05:02:53.894,0.0,TCP,192.168.100.5,445,192.168.210.5,56439,1,108,1,.AP...
2017-04-11 04:22:42.317,0.004,UDP,DNS,53,192.168.220.15,48124,2,318,1,......
2017-04-10 16:12:18.912,0.0,TCP,11184_35,49483,192.168.100.5,51380,1,54,1,.A....
2017-04-10 10:46:23.184,0.237,TCP,192.168.220.4,59115,192.168.100.5,38082,4,1315,1,.AP.S.
2017-04-10 16:12:18.912,0.0,TCP,10321_204,54957,192.168.100.5,60445,1,66,1,.A....
2017-04-08 08:23:08.783,0.0,TCP,192.168.220.13,49248,192.168.100.5,34445,1,66,1,.A....
2017-04-05 10:03:36.324,0.0,TCP,192.168.200.4,46794,10321_204,443,1,66,1,.A....
2017-04-07 16:00:34.424,0.0,UDP,192.168.220.5,59450,DNS,53,1,86,1,......
2017-04-07 13:27:17.100,0.0,TCP,192.168.100.5,445,192.168.220.12,47427,1,78,1,.AP...
2017-04-06 16:21:41.608,0.0,TCP,192.168.100.5,445,192.168.220.10,53816,1,108,1,.AP...
2017-04-08 11:19:25.103,0.0,TCP,192.168.220.13,52597,10057_29,80,1,66,1,.A....
2017-04-07 13:53:47.536,0.0,TCP,192.168.210.5,60128,10296_226,443,1,55,1,.A....
2017-04-05 17:12:23.183,0.49,TCP,192.168.200.8,59545,14645_180,80,2,170,1,.AP...
2017-04-05 10:03:36.324,0.0,TCP,192.168.210.4,44240,192.168.100.5,60470,1,55,1,.A....
2017-04-07 14:03:50.459,0.0,TCP,192.168.100.5,445,192.168.220.11,53427,1,108,1,.AP...
2017-04-11 05:02:53.894,0.054,TCP,192.168.220.6,52751,10296_227,443,4,503,1,.AP.S.
2017-04-09 21:49:47.930,0.0,TCP,192.168.220.4,51958,10057_29,80,1,66,1,.A....
2017-04-06 14:01:53.482,0.001,UDP,192.168.200.8,57630,DNS,53,2,152,1,......
2017-04-05 15:27:56.989,0.0,UDP,DNS,53,192.168.200.8,51012,1,215,1,......
2017-04-09 21:49:47.930,0.0,TCP,10060_27,55089,192.168.100.5,45445,1,66,1,.A....
2017-04-08 11:19:25.103,0.0,TCP,192.168.220.8,42835,192.168.100.5,50445,1,66,1,.A....
2017-04-11 14:04:16.659,0.0,TCP,192.168.220.7,46478,10296_230,443,1,66,1,.A....
2017-04-07 15:00:43.388,0.0,TCP,192.168.210.5,55036,10057_29,80,1,55,1,.A....
2017-04-05 17:04:42.550,0.0,UDP,192.168.210.5,52432,DNS,53,1,72,1,......
2017-04-05 10:03:36.324,0.1,TCP,192.168.220.7,59762,10296_238,443,4,929,1,.AP.S.
2017-04-07 10:03:35.467,0.0,TCP,192.168.220.13,43351,192.168.220.16,37080,1,66,1,.A....
2017-04-06 16:21:41.608,0.0,UDP,DNS,53,192.168.220.15,55432,1,97,1,......
2017-04-07 16:50:45.057,0.0,TCP,10001_232,41964,192.168.100.5,50445,1,66,1,.A....
2017-04-10 20:46:57.560,0.0,TCP,192.168.200.9,60694,10296_227,443,1,55,1,.A....
2017-04-06 11:52:12.701,0.0,TCP,192.168.220.8,48741,EXT_SERVER,8082,2,132,1,.A...F
2017-04-06 07:10:39.630,0.001,UDP,192.168.220.14,58659,DNS,53,2,150,1,......
2017-04-10 05:53:09.752,0.0,TCP,192.168.210.5,61301,10296_238,80,1,55,1,.A....
2017-04-05 11:19:30.517,0.0,TCP,192.168.220.15,49931,10077_156,80,1,66,1,.A....
2017-04-10 14:35:53.394,0.0,TCP,192.168.210.5,49752,192.168.100.5,43445,1,55,1,.A....
2017-04-07 14:42:15.903,0.0,TCP,192.168.220.11,50013,192.168.100.5,56680,1,66,1,.A....
2017-04-07 14:03:50.459,0.0,TCP,192.168.200.8,60240,192.168.220.16,34250,1,55,1,.A....
2017-04-07 14:03:50.459,0.442,TCP,192.168.220.13,46662,10321_204,443,7,1354,1,.AP...
2017-04-06 16:21:41.608,0.0,TCP,192.168.220.5,50870,192.168.100.5,34445,1,66,1,.A....
2017-04-11 01:47:52.818,0.0,TCP,192.168.220.7,53434,10124_1,443,1,66,1,.A....
2017-04-07 16:50:45.057,0.181,TCP,192.168.210.4,50416,192.168.220.15,60406,7,1729,1,.AP.SF
2017-04-05 09:18:45.346,0.0,TCP,192.168.100.5,445,192.168.200.9,64606,1,108,1,.AP...
2017-04-10 16:12:18.912,0.034,UDP,DNS,53,192.168.220.15,59638,2,358,1,......
2017-04-11 13:59:49.530,0.013,TCP,192.168.220.8,52513,192.168.100.5,51445,3,174,1,.AP...
2017-04-07 11:53:17.930,0.0,TCP,192.168.200.8,57407,EXT_SERVER,8080,1,55,1,.A....
2017-04-05 15:51:47.937,0.0,UDP,DNS,53,192.168.220.15,50861,1,164,1,......
2017-04-07 08:35:46.238,0.0,UDP,192.168.220.15,56991,DNS,53,2,162,1,......
2017-04-11 01:47:52.818,0.015,TCP,192.168.220.9,49675,10060_27,80,2,132,1,.A...F
2017-04-10 14:35:53.394,0.0,TCP,192.168.220.12,52904,192.168.100.5,37445,1,66,1,.A....
2017-04-11 10:35:31.631,0.0,TCP,10057_29,58877,192.168.100.5,52375,1,66,1,.A....
2017-04-07 16:00:34.424,0.0,TCP,192.168.220.13,45381,192.168.100.5,43475,1,66,1,.A....
2017-04-11 14:04:16.659,0.048,TCP,192.168.220.11,52280,10063_33,80,3,146,1,.A...F
2017-04-11 05:02:53.894,0.078,TCP,192.168.220.13,49637,10223_4,443,10,1768,1,.AP.SF
2017-04-07 13:53:47.536,0.0,UDP,DNS,53,192.168.210.5,62789,1,210,1,......
2017-04-07 15:00:43.388,0.234,TCP,192.168.220.6,56776,10001_232,443,6,865,1,.AP.S.
2017-04-06 16:21:41.608,0.0,TCP,192.168.220.4,49523,10162_129,80,1,54,1,.A....
2017-04-07 15:00:43.388,0.017,TCP,192.168.200.4,45083,192.168.220.12,48089,2,140,1,.A..S.
2017-04-08 08:23:08.783,0.0,TCP,10223_4,56008,192.168.220.13,43080,1,55,1,.A....
2017-04-05 17:04:42.550,0.0,TCP,192.168.220.16,56116,10057_29,80,1,66,1,.A....
2017-04-07 13:33:04.775,0.0,TCP,192.168.100.5,445,192.168.220.11,37000,1,108,1,.AP...
2017-04-07 14:03:50.459,0.0,TCP,10060_27,53472,192.168.100.5,38425,1,66,1,.A....
2017-04-11 01:47:52.818,0.0,TCP,192.168.220.11,52908,192.168.220.6,33080,1,66,1,.A....
2017-04-11 04:22:42.317,0.02,TCP,192.168.220.15,40523,10060_27,80,2,132,1,.A...F
2017-04-05 15:27:56.989,0.286,TCP,192.168.200.8,59292,10296_227,443,3,178,1,.AP...
2017-04-10 07:26:07.059,0.0,TCP,192.168.210.5,50871,10026_249,443,1,55,1,.A....
2017-04-05 15:51:47.937,0.0,TCP,192.168.220.13,43781,192.168.100.5,37057,1,66,1,.A....
2017-04-05 17:04:42.550,0.0,TCP,192.168.100.5,445,192.168.220.8,44034,1,108,1,.AP...
2017-04-05 09:18:45.346,0.0,TCP,192.168.220.7,53797,10223_4,443,1,66,1,.A....
2017-04-11 01:47:52.818,0.0,TCP,192.168.220.13,53908,10296_238,443,1,66,1,.A....
2017-04-07 11:53:17.930,0.0,TCP,192.168.220.6,59679,192.168.100.5,48082,1,66,1,.A....
2017-04-07 14:03:50.459,0.0,TCP,192.168.210.5,54665,10296_238,443,1,55,1,.A....
2017-04-07 10:03:35.467,0.0,TCP,192.168.200.8,64368,10060_27,80,1,55,1,.A....
2017-04-07 13:33:04.775,0.0,TCP,192.168.220.12,60563,192.168.100.5,37445,1,66,1,.A....
2017-04-07 14:03:57.767,0.0,UDP,DNS,53,192.168.200.8,56246,1,112,1,......
2017-04-06 16:02:02.723,0.0,TCP,192.168.100.5,445,192.168.220.8,57276,1,108,1,.AP...
2017-04-06 16:02:02.723,0.0,TCP,192.168.100.5,445,192.168.220.14,37250,1,108,1,.AP...
2017-04-05 19:47:53.877,0.0,UDP,DNS,53,192.168.220.13,49897,1,136,1,......
2017-04-11 12:11:37.062,0.076,TCP,192.168.220.14,41740,10081_164,80,6,2450,1,.AP.S.
2017-04-05 15:51:47.937,1.2,TCP,192.168.200.8,50103,10057_29,443,2,108,1,.A...F
2017-04-06 16:02:02.723,0.154,TCP,192.168.220.14,44577,192.168.220.6,55080,11,1083,1,.AP.S.
2017-04-05 15:27:56.989,0.121,TCP,192.168.220.14,47600,EXT_SERVER,8082,12,738,1,.AP...
2017-04-07 16:00:34.424,0.0,UDP,DNS,53,192.168.220.15,57894,1,193,1,......
2017-04-10 10:46:23.184,0.205,TCP,192.168.220.9,40698,10296_238,443,7,5577,1,.AP.S.
2017-04-05 18:03:22.529,0.0,TCP,192.168.220.14,46483,10001_232,80,1,66,1,.A....
2017-04-11 01:47:52.818,0.0,TCP,192.168.220.10,42007,192.168.100.5,58082,1,66,1,.A....
2017-04-11 01:47:52.818,0.0,TCP,192.168.220.10,48972,192.168.100.5,60445,1,66,1,.A....
2017-04-07 14:03:50.459,0.302,TCP,192.168.200.5,60986,10060_27,80,6,406,1,.AP...
2017-04-07 13:51:44.690,0.3,TCP,192.168.220.6,51293,10063_33,443,2,198,1,.A...F
2017-04-07 11:53:17.930,0.0,TCP,192.168.200.8,50082,10796_85,443,1,55,1,.A....
2017-04-11 04:22:42.317,0.029,TCP,192.168.210.5,58696,10100_133,80,2,132,1,.A...F
2017-04-05 17:04:42.550,0.0,TCP,192.168.220.15,48402,10060_27,80,1,66,1,.A....
2017-04-06 14:01:53.482,0.0,TCP,192.168.100.5,445,192.168.210.5,60582,1,108,1,.AP...
2017-04-05 09:18:45.346,0.0,TCP,EXT_SERVER,53082,192.168.220.9,33080,1,54,1,.A....
2017-04-10 12:55:28.228,0.0,TCP,192.168.220.9,60714,192.168.100.5,36480,1,66,1,.A....
2017-04-11 13:59:49.530,0.112,TCP,192.168.200.9,60617,10162_129,443,3,193,1,.AP..F
2017-04-05 11:19:30.517,0.0,UDP,DNS,53,192.168.220.13,36443,1,102,1,......
2017-04-11 10:35:31.631,0.012,TCP,192.168.220.15,57952,10321_204,443,2,178,1,.AP...
2017-04-11 13:59:49.530,0.0,TCP,10063_33,60274,192.168.100.5,53445,1,66,1,.A....
2017-04-06 11:52:12.701,0.032,UDP,DNS,53,192.168.220.9,58150,2,212,1,......
2017-04-11 01:47:52.818,0.0,TCP,14645_180,47737,192.168.100.5,60495,1,66,1,.A....
2017-04-10 10:48:54.269,0.0,TCP,192.168.220.14,44236,10296_238,443,1,66,1,.A....
2017-04-06 15:20:04.822,0.089,TCP,192.168.200.9,50433,11062_193,80,2,132,1,.A...F
2017-04-10 05:53:09.752,0.0,TCP,192.168.220.8,43680,DNS,80,1,66,1,.A....
2017-04-06 16:02:02.723,0.021,TCP,10060_27,41007,192.168.200.9,58082,2,138,1,.A...F
2017-04-06 14:01:53.482,0.017,TCP,192.168.220.15,52531,192.168.100.5,39082,2,128,1,...R..
2017-04-05 15:51:24.121,0.0,TCP,192.168.220.10,52194,192.168.100.5,39445,1,66,1,.A....
2017-04-07 16:00:34.424,0.0,TCP,192.168.220.14,58863,192.168.100.5,54745,1,66,1,.A....
2017-04-06 16:02:02.723,0.0,TCP,192.168.220.4,52191,192.168.100.5,40445,1,66,1,.A....
2017-04-11 10:35:31.631,0.026,TCP,192.168.210.5,51016,10063_33,80,2,132,1,.A...F
2017-04-07 13:27:17.100,0.027,TCP,192.168.200.8,45973,EXT_SERVER,8082,2,108,1,.A...F
2017-04-10 05:53:09.752,0.108,TCP,192.168.220.14,40691,192.168.100.5,51345,2,178,1,.AP...
2017-04-06 14:01:53.482,0.0,TCP,11062_193,59971,192.168.220.9,47443,1,66,1,.A....
2017-04-07 14:42:15.903,0.0,TCP,192.168.220.13,43582,10296_238,80,1,66,1,.A....
2017-04-07 08:35:46.238,0.0,TCP,192.168.220.11,52573,192.168.100.5,38082,1,66,1,.A....
2017-04-11 13:59:49.530,0.0,UDP,DNS,53,192.168.220.4,55284,1,86,1,......
2017-04-05 15:27:56.989,0.0,TCP,10060_27,50727,192.168.100.5,35445,1,66,1,.A....
2017-04-10 16:12:18.912,0.0,TCP,192.168.220.11,55448,10784_4,443,1,66,1,.A....
2017-04-06 14:01:53.482,0.033,TCP,192.168.210.5,52688,10296_238,80,2,140,1,.A..S.
2017-04-07 14:42:15.903,0.0,TCP,192.168.220.14,49081,10057_29,80,1,66,1,.A....
2017-04-05 18:03:22.529,0.0,TCP,192.168.220.13,54341,192.168.100.5,48445,1,66,1,.A....
2017-04-11 04:22:42.317,0.0,TCP,10296_228,44055,192.168.100.5,59445,2,108,1,.A...F
2017-04-05 18:03:22.529,0.188,TCP,192.168.200.4,52263,10223_4,80,6,453,1,.AP.S.
2017-04-05 11:19:30.517,0.0,TCP,192.168.200.8,62112,EXT_SERVER,443,1,55,1,.A....
2017-04-05 19:47:53.877,0.0,TCP,192.168.200.9,61835,EXT_SERVER,443,1,55,1,.A....
2017-04-07 20:58:41.792,0.0,TCP,192.168.220.8,40310,10124_1,443,1,66,1,.A....
2017-04-11 13:59:49.530,0.0,UDP,192.168.220.15,57260,DNS,53,1,76,1,......
2017-04-07 13:51:44.690,0.024,TCP,192.168.220.9,42168,192.168.220.14,48082,2,332,1,.A...F
2017-04-11 05:02:53.894,0.236,TCP,192.168.220.15,46324,192.168.200.8,64080,2,132,1,.A...F
2017-04-08 08:23:08.783,0.021,TCP,192.168.220.8,55999,192.168.100.5,35445,2,174,1,.AP...
2017-04-07 08:35:46.238,0.0,TCP,192.168.220.14,57561,10060_27,80,1,66,1,.A....
2017-04-11 12:11:37.062,0.0,TCP,192.168.220.4,51427,192.168.100.5,43445,1,66,1,.A....
2017-04-08 01:29:47.455,0.0,TCP,192.168.200.4,44377,EXT_SERVER,8087,1,66,1,.A....
2017-04-10 10:48:54.269,0.0,TCP,192.168.100.5,445,192.168.220.11,46603,1,108,1,.AP...
2017-04-07 13:53:47.536,0.0,TCP,192.168.220.5,41927,192.168.220.6,53443,1,66,1,.A....
2017-04-05 19:47:53.877,0.0,UDP,DNS,53,192.168.220.14,43973,1,244,1,......
2017-04-07 13:53:47.536,0.0,TCP,192.168.200.4,57646,10100_133,443,1,66,1,.A....
2017-04-08 11:19:25.103,0.0,TCP,192.168.100.5,445,192.168.200.8,61355,1,108,1,.AP...
2017-04-10 14:35:53.394,0.029,TCP,192.168.210.5,57188,10060_27,80,2,132,1,.A...F
2017-04-10 05:53:09.752,0.0,TCP,192.168.100.5,445,192.168.200.9,61234,1,108,1,.AP...
2017-04-06 16:02:02.723,0.0,TCP,192.168.210.5,63891,10296_230,80,1,55,1,.A....
2017-04-05 15:51:47.937,0.0,TCP,192.168.210.5,45021,10060_27,443,1,55,1,.A....
2017-04-09 21:49:47.930,0.0,TCP,192.168.220.9,41304,10793_174,80,1,66,1,.A....
2017-04-05 10:03:36.324,0.0,TCP,192.168.200.8,55924,192.168.100.5,44440,1,55,1,.A....
2017-04-06 16:02:02.723,0.0,UDP,192.168.220.5,54991,DNS,53,2,160,1,......
2017-04-05 15:27:56.989,0.671,TCP,192.168.220.4,41407,192.168.100.5,48085,4,920,1,.AP.S.
2017-04-06 16:21:41.608,0.789,TCP,192.168.200.9,55974,192.168.100.5,33445,4,909,1,.AP.SF
2017-04-10 10:48:54.269,0.0,UDP,DNS,53,192.168.220.4,46628,1,245,1,......
2017-04-05 15:51:47.937,0.0,TCP,192.168.220.12,48465,192.168.100.5,36445,1,66,1,.A....
2017-04-10 12:55:28.228,0.0,TCP,192.168.220.16,40649,10060_27,80,1,66,1,.A....
2017-04-10 16:12:18.912,0.016,TCP,192.168.220.10,58309,192.168.100.5,53080,2,108,1,.A...F
2017-04-11 12:11:37.062,0.037,UDP,192.168.220.4,52561,DNS,53,2,144,1,......
2017-04-07 13:51:44.690,0.257,TCP,192.168.220.4,58650,192.168.100.5,56445,5,755,1,.AP...
2017-04-05 10:03:36.324,0.0,TCP,192.168.220.14,44454,10321_204,443,1,66,1,.A....
2017-04-05 18:03:22.529,0.037,TCP,192.168.210.5,51173,10296_228,80,3,146,1,.A...F
2017-04-05 15:27:56.989,0.037,TCP,10784_4,56085,192.168.100.5,38082,2,132,1,.A...F
2017-04-07 14:03:57.767,0.0,TCP,192.168.100.5,445,192.168.220.6,45224,1,108,1,.AP...
2017-04-06 16:02:02.723,0.023,TCP,192.168.220.13,54214,192.168.100.5,60445,2,174,1,.AP...
2017-04-11 13:59:49.530,0.0,UDP,DNS,53,192.168.200.8,55194,1,193,1,......
2017-04-11 12:11:37.062,0.035,UDP,DNS,53,192.168.220.7,52967,2,269,1,......
2017-04-05 17:04:42.550,0.171,TCP,192.168.210.5,62278,10305_142,443,5,708,1,.AP.S.
2017-04-07 14:42:15.903,0.0,TCP,192.168.220.7,52414,11062_193,80,1,66,1,.A....
2017-04-09 21:49:47.930,0.0,TCP,192.168.100.5,445,192.168.220.15,56765,1,108,1,.AP...
2017-04-09 21:49:47.930,0.029,TCP,192.168.220.7,48799,10081_164,443,3,291,1,.AP..F
2017-04-05 09:18:45.346,0.0,TCP,192.168.200.5,56894,10060_27,80,1,66,1,.A....
2017-04-10 16:12:18.912,0.116,TCP,192.168.200.9,54292,10296_238,443,8,2780,1,.AP...
2017-04-10 10:48:54.269,0.0,TCP,192.168.210.5,48540,192.168.100.5,35445,1,55,1,.A....
2017-04-06 15:20:04.822,0.0,TCP,192.168.220.9,41969,192.168.100.5,36445,1,66,1,.A....
2017-04-11 12:11:37.062,0.0,TCP,10296_228,41351,192.168.100.5,44415,1,66,1,.A....
2017-04-05 18:03:22.529,0.019,TCP,192.168.220.15,49107,192.168.220.13,40080,2,132,1,.A...F
2017-04-10 10:46:23.184,0.0,UDP,DNS,53,192.168.200.9,59947,1,108,1,......
2017-04-05 16:14:47.525,0.033,TCP,192.168.220.8,42551,192.168.100.5,40445,2,174,1,.AP...
2017-04-11 12:11:37.062,0.0,TCP,192.168.200.4,47958,10060_27,443,1,66,1,.A....
2017-04-07 16:00:34.424,0.0,TCP,192.168.210.5,60612,10793_174,443,1,55,1,.A....
2017-04-07 13:33:04.775,0.0,TCP,192.168.100.5,445,192.168.220.5,39332,1,108,1,.AP...
2017-04-08 01:29:47.455,0.0,TCP,192.168.220.15,53480,10063_33,80,1,66,1,.A....
2017-04-07 20:58:41.792,0.005,UDP,DNS,53,192.168.220.4,47740,2,227,1,......
2017-04-10 12:55:28.228,0.0,TCP,192.168.220.11,44668,10081_164,80,1,66,1,.A....
2017-04-07 11:53:17.930,0.0,TCP,192.168.220.10,51480,10296_238,443,1,66,1,.A....
2017-04-08 11:19:25.103,0.0,TCP,192.168.210.4,51075,DNS,80,1,55,1,.A....
2017-04-06 11:52:12.701,0.147,TCP,192.168.200.8,52292,11184_35,443,3,777,1,.AP...
2017-04-07 14:03:50.459,0.0,TCP,192.168.200.8,54135,192.168.100.5,37445,1,55,1,.A....
2017-04-05 15:51:47.937,0.0,UDP,192.168.210.5,66903,DNS,53,1,91,1,......
